,case_id,law_id,cited_article,law_type
32961,61997CJ0035,31971R1408,ENTIRE_ARTICLE,R
32984,61997CJ0039,31989L0104,C10,L
33153,61997CJ0048,31977L0388,A27,L
33215,61997CJ0063,31989L0104,A07P2,L
33227,61997CJ0067,31992L0043,ENTIRE_ARTICLE,L
33237,61997CJ0070,31962R0017,A19P3,R
33295,61997CJ0083,31992L0043,ENTIRE_ARTICLE,L
33307,61997CJ0085,31977L0388,ENTIRE_ARTICLE,L
33315,61997CJ0086,31993R2454,A905P1,R
33322,61997CJ0087,31989L0104,A12P2,L
33339,61997CJ0090,31971R1408,N2BIS,R
33460,61997CJ0108,31989L0104,A15P2,L
33539,61997CJ0113,31971R1408,ENTIRE_ARTICLE,R
33574,61997CJ0119,31962R0017,A03,R
33649,61997CJ0134,31992R2913,A12,R
33661,61997CJ0136,31977L0388,NGPT1,L
33675,61997CJ0143,31971R1408,ENTIRE_ARTICLE,R
33695,61997CJ0149,31977L0388,A13LAP1LL,L
33710,61997CJ0152,31969L0335,ENTIRE_ARTICLE,L
33719,61997CJ0153,31971R1408,N6LDPT4,R
33787,61997CJ0164,31987R2658,ENTIRE_ARTICLE,R
33800,61997CJ0166,31992L0043,A06P4,L
33806,61997CJ0167,31976L0207,ENTIRE_ARTICLE,L
33842,61997CJ0178,31972R0574,A12BISP7,R
33868,61997CJ0181,31977L0388,ENTIRE_ARTICLE,L
33898,61997CJ0185,31976L0207,ENTIRE_ARTICLE,L
33955,61997CJ0202,31972R0574,A11P1LA,R
34055,61997CJ0211,31972R0574,A13,R
34110,61997CJ0216,31977L0388,A13LAP1LJ,L
34145,61997CJ0222,31988L0361,N01,L
34282,61997CJ0236,31969L0335,A12P1LA,L
34306,61997CJ0240,31992R2913,A68,R
34392,61997CJ0244,31971R1408,ENTIRE_ARTICLE,R
34539,61997CJ0259,31987R2658,9705,R
34555,61997CJ0262,31971R1408,A46,R
34646,61997CJ0273,31976L0207,A09P2,L
34668,61997CJ0276,31977L0388,ND,L
34683,61997CJ0279,31972R0574,A51P1,R
34693,61997CJ0281,31976L0207,ENTIRE_ARTICLE,L
34759,61997CJ0290,31987R2658,TR1AP3,R
34911,61997CJ0305,31977L0388,A37,L
35012,61997CJ0328,31987R2658,A12,R
35040,61997CJ0337,31968R1612,ENTIRE_ARTICLE,R
35046,61997CJ0338,31977L0388,ENTIRE_ARTICLE,L
35055,61997CJ0342,31989L0104,C10,L
35179,61997CJ0358,31977L0388,ND,L
35200,61997CJ0359,31977L0388,ND,L
35222,61997CJ0360,31972R0574,N2PT2LB,R
35323,61997CJ0375,31989L0104,A05P2,L
35355,61997CJ0379,31989L0104,A07P2,L
35362,61997CJ0381,31977L0388,A28,L
35470,61997CJ0405,31993R2454,ENTIRE_ARTICLE,R
35483,61997CJ0408,31977L0388,ND,L
35505,61997CJ0414,31977L0388,NFPT25,L
35573,61997CJ0429,31977L0388,A09P2LC,L
35622,61997CJ0437,31977L0388,A33,L
35635,61997CJ0439,31988L0361,N01,L
35668,61997CJ0442,31971R1408,A46TER,R
35732,61997CO0422,31962R0017,ENTIRE_ARTICLE,R
35812,61998CJ0012,31977L0388,A13LC,L
35927,61998CJ0023,31977L0388,A13LCL1LA,L
35947,61998CJ0034,31971R1408,A13,R
35958,61998CJ0035,31988L0361,N01,L
36054,61998CJ0048,31993R2454,N05,R
36077,61998CJ0056,31969L0335,A12P1LE,L
36122,61998CJ0061,31993R2454,ENTIRE_ARTICLE,R
36260,61998CJ0096,31992L0043,A07,L
36268,61998CJ0097,31988L0361,ENTIRE_ARTICLE,L
36278,61998CJ0098,31977L0388,ENTIRE_ARTICLE,L
36297,61998CJ0104,31979L0007,A07P1LA,L
36329,61998CJ0110,31977L0388,A22P8,L
36381,61998CJ0158,31977L0388,A04P1,L
36390,61998CJ0161,31971R1408,A46TER,R
36435,61998CJ0169,31971R1408,ENTIRE_ARTICLE,R
36459,61998CJ0173,31989L0104,A07P2,L
36519,61998CJ0187,31979L0007,A04P1,L
36544,61998CJ0195,31968R1612,A07P4,R
36545,61998CJ0196,31979L0007,A07P1LA,L
36607,61998CJ0207,31976L0207,A02P3,L
36825,61998CJ0226,31976L0207,ENTIRE_ARTICLE,L
36874,61998CJ0234,31977L0187,ENTIRE_ARTICLE,L
36878,61998CJ0236,31976L0207,ENTIRE_ARTICLE,L
36912,61998CJ0240,31993L0013,ENTIRE_ARTICLE,L
36941,61998CJ0248,31962R0017,A15P2L2,R
36987,61998CJ0256,31992L0043,NII,L
37006,61998CJ0260,31977L0388,ND,L
37112,61998CJ0276,31977L0388,A28P2,L
37158,61998CJ0279,31962R0017,A17,R
37164,61998CJ0280,31962R0017,A17,R
37169,61998CJ0281,31968R1612,A07,R
37175,61998CJ0282,31962R0017,A17,R
37181,61998CJ0283,31962R0017,A17,R
37192,61998CJ0285,31976L0207,A09P2,L
37197,61998CJ0286,31962R0017,A17,R
37229,61998CJ0291,31962R0017,ENTIRE_ARTICLE,R
37244,61998CJ0294,31962R0017,A15P2,R
37262,61998CJ0297,31962R0017,A17,R
37269,61998CJ0298,31962R0017,ENTIRE_ARTICLE,R
37308,61998CJ0302,31971R1408,ENTIRE_ARTICLE,R
37376,61998CJ0309,31987R2658,A09P1LE,R
37397,61998CJ0310,31993R2454,A455P3,R
37457,61998CJ0322,31976L0207,A05P1,L
37523,61998CJ0338,31977L0388,ENTIRE_ARTICLE,L
37528,61998CJ0339,31987R2658,8517,R
37544,61998CJ0343,31977L0187,A04P1,L
37562,61998CJ0344,31962R0017,A09P1,R
37580,61998CJ0347,31972R0574,A10TER,R
37599,61998CJ0350,31969L0335,ENTIRE_ARTICLE,L
37632,61998CJ0356,31968R1612,ENTIRE_ARTICLE,R
37694,61998CJ0367,31988L0361,N1,L
37703,61998CJ0368,31971R1408,A36,R
37740,61998CJ0374,31992L0043,A23P1,L
37859,61998CJ0382,31979L0007,A07P2,L
37861,61998CJ0383,31992R2913,A84P1LA,R
37865,61998CJ0384,31977L0388,A13LAP1LC,L
37923,61998CJ0396,31977L0388,A20,L
37978,61998CJ0400,31977L0388,NGPT1LB,L
38020,61998CJ0404,31971R1408,A17BIS,R
38029,61998CJ0407,31976L0207,A02P4,L
38036,61998CJ0408,31977L0388,A17P5,L
38040,61998CJ0409,31977L0388,A13LBLB,L
38046,61998CJ0411,31971R1408,A02P1,R
38119,61998CJ0415,31977L0388,A11LAP1LC,L
38146,61998CJ0425,31989L0104,C10,L
38155,61998CJ0426,31969L0335,C8,L
38163,61998CJ0427,31977L0388,A21PT1LC,L
38221,61998CJ0444,31971R1408,TIT2,R
38232,61998CJ0446,31977L0388,ND,L
38241,61998CJ0449,31962R0017,A03P1,R
38255,61998CJ0455,31992R2913,ENTIRE_ARTICLE,R
38296,61998CJ0463,31987R2658,8517,R
38311,61998CJ0464,31988L0361,ENTIRE_ARTICLE,L
38611,61998CJ0481,31977L0388,A28P2LA,L
38692,61998CO0299,31993R2454,A871L1,R
38797,61999CJ0001,31992R2913,A245,R
38908,61999CJ0015,31993R2454,A908,R
38929,61999CJ0019,31969L0335,ENTIRE_ARTICLE,L
38964,61999CJ0033,31971R1408,ENTIRE_ARTICLE,R
38971,61999CJ0034,31977L0388,C9,L
38989,61999CJ0036,31977L0388,NFPT17,L
39003,61999CJ0038,31979L0409,A07P4,L
39048,61999CJ0043,31971R1408,NIIBISPT1LB,R
39057,61999CJ0050,31979L0007,ENTIRE_ARTICLE,L
39067,61999CJ0052,31971R1408,ENTIRE_ARTICLE,R
39137,61999CJ0066,31993R2454,A865,R
39153,61999CJ0067,31992L0043,NIIIPTC,L
39169,61999CJ0068,31971R1408,ENTIRE_ARTICLE,R
39199,61999CJ0071,31992L0043,NIIIPTC,L
39205,61999CJ0073,31971R1408,A33P1,R
39216,61999CJ0075,31971R1408,A71,R
39217,61999CJ0076,31977L0388,A13LAP1LB,L
39225,61999CJ0079,31976L0207,ENTIRE_ARTICLE,L
39252,61999CJ0083,31977L0388,NH,L
39267,61999CJ0085,31971R1408,ENTIRE_ARTICLE,R
39278,61999CJ0086,31977L0388,A27P1,L
39284,61999CJ0087,31968R1612,A07P2,R
39333,61999CJ0095,31971R1408,ENTIRE_ARTICLE,R
39345,61999CJ0099,31992R2913,A24,R
39419,61999CJ0108,31977L0388,A13LBLB,L
39450,61999CJ0112,31989L0104,ENTIRE_ARTICLE,L
39460,61999CJ0113,31969L0335,A10LC,L
39469,61999CJ0114,31992R2913,A24,R
39522,61999CJ0122,31962R0017,ENTIRE_ARTICLE,R
39532,61999CJ0124,31972R0574,A58,R
39671,61999CJ0134,31969L0335,ENTIRE_ARTICLE,L
39681,61999CJ0135,31971R1408,NVIPT19LC,R
39691,61999CJ0136,31977L0388,A19P1,L
39710,61999CJ0142,31977L0388,A19P2,L
39728,61999CJ0144,31993L0013,A10,L
39778,61999CJ0150,31977L0388,A17P2,L
39808,61999CJ0159,31979L0409,NII,L
39830,61999CJ0166,31976L0207,ENTIRE_ARTICLE,L
39846,61999CJ0172,31977L0187,ENTIRE_ARTICLE,L
39877,61999CJ0175,31977L0187,ENTIRE_ARTICLE,L
39896,61999CJ0177,31977L0388,ENTIRE_ARTICLE,L
39905,61999CJ0178,31988L0361,A06P4,L
39935,61999CJ0184,31968R1612,ENTIRE_ARTICLE,R
40078,61999CJ0201,31987R2658,8529,R
40133,61999CJ0206,31969L0335,ENTIRE_ARTICLE,L
40143,61999CJ0213,31992R2913,A53,R
40161,61999CJ0215,31971R1408,TIT3,R
40165,61999CJ0216,31969L0335,C8,L
40186,61999CJ0220,31992L0043,NIIIPTC,L
40196,61999CJ0226,31992R2913,A244,R
40289,61999CJ0238,31962R0017,ENTIRE_ARTICLE,R
40323,61999CJ0240,31977L0388,A13LBLD,L
40353,61999CJ0253,31993R2454,A905P1,R
40374,61999CJ0255,31971R1408,ENTIRE_ARTICLE,R
40443,61999CJ0267,31977L0388,NH,L
40520,61999CJ0277,31971R1408,ENTIRE_ARTICLE,R
40581,61999CJ0288,31987R2658,TR1AP3LB,R
40647,61999CJ0299,31989L0104,C7,L
40732,61999CJ0317,31992R2913,A65,R
40784,61999CJ0322,31977L0388,ENTIRE_ARTICLE,L
40840,61999CJ0326,31977L0388,C11,L
40907,61999CJ0339,31969L0335,C6,L
40920,61999CJ0345,31977L0388,A28P4,L
40958,61999CJ0363,31989L0104,C7,L
40989,61999CJ0366,31976L0207,A02P3,L
41010,61999CJ0371,31992R2913,ENTIRE_ARTICLE,R
41018,61999CJ0372,31993L0013,ENTIRE_ARTICLE,L
41078,61999CJ0380,31977L0388,A11LAP2LB,L
41103,61999CJ0383,31994R0040,A62P1,R
41120,61999CJ0385,31972R0574,A34,R
41158,61999CJ0389,31971R1408,ENTIRE_ARTICLE,R
41216,61999CJ0393,31972R0574,ENTIRE_ARTICLE,R
41238,61999CJ0398,31977L0388,A11LCP1,L
41263,61999CJ0400(01),31999R0659,ENTIRE_ARTICLE,R
41281,61999CJ0404,31977L0388,A11LAP3,L
41298,61999CJ0409,31977L0388,A29,L
41313,61999CJ0413,31971R1408,A19P1LA,R
41330,61999CJ0414,31989L0104,C9,L
41426,61999CJ0438,31976L0207,A03P1,L
41462,61999CJ0443,31989L0104,A07P2,L
41499,61999CJ0451,31977L0388,ENTIRE_ARTICLE,L
41567,61999CJ0459,31968R1612,A10,R
41632,61999CJ0471,31971R1408,A79P1,R
41663,61999CJ0476,31976L0207,A05P1,L
41674,61999CJ0478,31993L0013,N,L
41678,61999CJ0479,31987R2658,8543,R
41729,61999CJ0483,31988L0361,N1,L
41743,61999CJ0498,31977L0388,A11LAP1LA,L
41803,61999CJ0503,31988L0361,N1,L
41840,61999CJ0508,31969L0335,ENTIRE_ARTICLE,L
41846,61999CJ0510,31979L0409,ENTIRE_ARTICLE,L
41908,61999CJ0515,31988L0361,NI,L
41924,61999CJ0517,31989L0104,C7,L
41928,61999CJ0541,31993L0013,A02LC,L
41983,61999CO0242,31971R1408,NVIIPT3,R
41994,61999CO0279,31969L0335,ENTIRE_ARTICLE,L
42089,61999CO0497,31962R0017,A19P1,R
42136,62000CJ0002,31989L0104,A05P1,L
42387,62000CJ0016,31977L0388,ENTIRE_ARTICLE,L
42488,62000CJ0028,31971R1408,ENTIRE_ARTICLE,R
42541,62000CJ0040,31977L0388,A17P6,L
42556,62000CJ0041,32001R1049,ENTIRE_ARTICLE,R
42589,62000CJ0051,31977L0187,ENTIRE_ARTICLE,L
42610,62000CJ0052,31993L0013,ENTIRE_ARTICLE,L
42634,62000CJ0055,31971R1408,ENTIRE_ARTICLE,R
42652,62000CJ0060,31968R1612,A10,R
42667,62000CJ0062,31977L0388,A11LAP1,L
42716,62000CJ0071,31969L0335,C6,L
42766,62000CJ0078,31977L0388,A18P4,L
42837,62000CJ0094,31962R0017,A14P6,R
42861,62000CJ0101,31977L0388,ENTIRE_ARTICLE,L
42869,62000CJ0103,31992L0043,NIVPTA,L
42873,62000CJ0104,31994R0040,A07P2,R
42883,62000CJ0107,31971R1408,ENTIRE_ARTICLE,R
42886,62000CJ0108,31977L0388,A09P2LE,L
42888,62000CJ0109,31976L0207,ENTIRE_ARTICLE,L
42968,62000CJ0117,31992L0043,A23P1,L
42976,62000CJ0118,31971R1408,ENTIRE_ARTICLE,R
43041,62000CJ0133,31976L0207,ENTIRE_ARTICLE,L
43096,62000CJ0138,31969L0335,C6,L
43131,62000CJ0141,31977L0388,A13LAP2,L
43169,62000CJ0143,31989L0104,A07P2,L
43173,62000CJ0144,31977L0388,A13LAP2LB,L
43288,62000CJ0154,31993L0013,ENTIRE_ARTICLE,L
43381,62000CJ0164,31977L0187,A03P3,L
43386,62000CJ0167,32001R0044,A05PT3,R
43405,62000CJ0169,31977L0388,NFPT2,L
43450,62000CJ0174,31977L0388,A13LAP2LAT1,L
43494,62000CJ0177,31992R2913,A114,R
43578,62000CJ0183,31993L0013,A16,L
43580,62000CJ0184,31977L0388,A11LAP1LA,L
43603,62000CJ0187,31979L0007,ENTIRE_ARTICLE,L
43614,62000CJ0189,31971R1408,ENTIRE_ARTICLE,R
43648,62000CJ0204,32003R0001,ENTIRE_ARTICLE,R
43691,62000CJ0209,31999R0659,ENTIRE_ARTICLE,R
43714,62000CJ0212,31971R1408,A68P2,R
43753,62000CJ0215,31972R0574,A83P1,R
43764,62000CJ0218,31972R0574,ENTIRE_ARTICLE,R
43870,62000CJ0235,31977L0388,A13LBLDPT5,L
43872,62000CJ0240,31979L0409,A04P2,L
43886,62000CJ0242,31999R0659,ENTIRE_ARTICLE,R
43893,62000CJ0244,31989L0104,A07P1,L
43941,62000CJ0251,31992R2913,ENTIRE_ARTICLE,R
43969,62000CJ0257,31968R1612,A10P1,R
44004,62000CJ0259,31987R2658,TR1AP3LB,R
44020,62000CJ0260,31987R2658,TR1AP3LB,R
44030,62000CJ0265,31989L0104,C3,L
44055,62000CJ0267,31977L0388,A13LAP2LAT2,L
44063,62000CJ0269,31977L0388,A17P2LA,L
44076,62000CJ0273,31989L0104,C7,L
44109,62000CJ0276,31987R2658,TR1AP3LB,R
44134,62000CJ0279,31988L0361,N01,L
44177,62000CJ0282,31992R2913,ENTIRE_ARTICLE,R
44245,62000CJ0287,31977L0388,A13LAP1LI,L
44258,62000CJ0290,31971R1408,ENTIRE_ARTICLE,R
44270,62000CJ0291,31994R0040,A09P1LA,R
44277,62000CJ0292,31989L0104,C9,L
44331,62000CJ0298,31999R0659,ENTIRE_ARTICLE,R
44337,62000CJ0302,31987R2658,N1,R
44403,62000CJ0315,31977L0388,A13LBLB,L
44424,62000CJ0320,31977L0187,ENTIRE_ARTICLE,L
44470,62000CJ0326,31972R0574,A93,R
44551,62000CJ0333,31971R1408,N02BIS,R
44583,62000CJ0338,31962R0017,A15P5LA,R
44625,62000CJ0347,31972R0574,A15P1,R
44630,62000CJ0351,31979L0007,ENTIRE_ARTICLE,L
44631,62000CJ0353,31977L0388,A11LAP1LA,L
44722,62000CJ0379,31992R2913,A78P3,R
44755,62000CJ0385,31968R1612,A07P2,R
44809,62000CJ0392,31969L0335,C6,L
44841,62000CJ0398,31999R0659,A25,R
44854,62000CJ0404,31999R0659,A14P3,R
44959,62000CJ0422,31993R2454,A257P3,R
44978,62000CJ0433,31989L0104,A07P2,L
45174,62000CJ0457,31999R0659,A09,R
45191,62000CJ0463,31988L0361,N01,L
45222,62000CJ0466,31968R1612,A10P1,R
45272,62000CJ0473,31993L0013,ENTIRE_ARTICLE,L
45356,62000CO0039,31962R0017,A03P2LB,R
45369,62000CO0044,31962R0017,A03P2,R
45380,62000CO0102,31977L0388,A04P2,L
45387,62000CO0175,31971R1408,ENTIRE_ARTICLE,R
45390,62000CO0241,31962R0017,A11,R
45401,62000CO0264,31969L0335,ENTIRE_ARTICLE,L
45791,62001CJ0004,31977L0187,A03P3,L
45820,62001CJ0008,31977L0388,A13LBLD,L
45855,62001CJ0017,31977L0388,A27,L
45895,62001CJ0023,31989L0104,C6,L
45968,62001CJ0030,31992R2913,ENTIRE_ARTICLE,R
46001,62001CJ0040,31994R0040,A50,R
46019,62001CJ0045,31977L0388,A13LAP2,L
46037,62001CJ0053,31989L0104,C1,L
46045,62001CJ0056,31971R1408,A36,R
46142,62001CJ0075,31992L0043,ENTIRE_ARTICLE,L
46168,62001CJ0077,31977L0388,A19P2,L
46185,62001CJ0078,31993R2454,A457,R
46209,62001CJ0082,31962R0017,ENTIRE_ARTICLE,R
46270,62001CJ0098,31988L0361,N1,L
46343,62001CJ0104,31989L0104,C12,L
46394,62001CJ0109,31968R1612,ENTIRE_ARTICLE,R
46440,62001CJ0112,31993R2454,ENTIRE_ARTICLE,R
46575,62001CJ0145,31977L0187,ENTIRE_ARTICLE,L
46612,62001CJ0149,31977L0388,A26P2,L
46734,62001CJ0155,31977L0388,A17P7,L
46764,62001CJ0156,31972R0574,ENTIRE_ARTICLE,R
46853,62001CJ0171,31968R1612,A08,R
46909,62001CJ0185,31977L0388,ENTIRE_ARTICLE,L
46929,62001CJ0186,31976L0207,ENTIRE_ARTICLE,L
46979,62001CJ0191,31994R0040,A07P3,R
47047,62001CJ0202,31979L0409,N01,L
47075,62001CJ0206,31989L0104,C9,L
47124,62001CJ0212,31977L0388,A13LAP1LC,L
47185,62001CJ0218,31989L0104,C7,L
47283,62001CJ0224,31968R1612,A07P1,R
47612,62001CJ0275,31977L0388,A13LBLB,L
47672,62001CJ0283,31989L0104,ENTIRE_ARTICLE,L
47726,62001CJ0290,31993R2454,ENTIRE_ARTICLE,R
47792,62001CJ0299,31968R1612,A07P2,R
47802,62001CJ0300,31988L0361,ENTIRE_ARTICLE,L
47836,62001CJ0305,31977L0388,ENTIRE_ARTICLE,L
47842,62001CJ0307,31977L0388,A13LAP1LC,L
47851,62001CJ0308,31977L0388,A33P1,L
47860,62001CJ0311,31971R1408,C,R
47966,62001CJ0320,31976L0207,ENTIRE_ARTICLE,L
48021,62001CJ0324,31992L0043,N06,L
48179,62001CJ0337,31993R2454,A905,R
48204,62001CJ0340,31977L0187,ENTIRE_ARTICLE,L
48217,62001CJ0342,31976L0207,ENTIRE_ARTICLE,L
48289,62001CJ0359,31962R0017,A15,R
48304,62001CJ0361,31994R0040,C5,R
48331,62001CJ0378,31979L0409,N01,L
48334,62001CJ0381,31977L0388,A11LAP1LA,L
48354,62001CJ0384,31977L0388,A12P3LB,L
48370,62001CJ0387,31977L0388,ENTIRE_ARTICLE,L
48479,62001CJ0405,31968R1612,A04,R
48482,62001CJ0408,31989L0104,A05P2,L
48494,62001CJ0411,31992R2913,A78P3,R
48497,62001CJ0413,31968R1612,A07P2,R
48506,62001CJ0415,31979L0409,A07,L
48622,62001CJ0438,31977L0388,C7,L
48651,62001CJ0442,31977L0388,ENTIRE_ARTICLE,L
48694,62001CJ0452,31988L0361,N1,L
48702,62001CJ0456,31994R0040,A07P3,R
48749,62001CJ0460,31993R2454,A859,R
48803,62001CJ0465,31968R1612,C1,R
48830,62001CJ0468,31994R0040,A07P3,R
48835,62001CJ0473,31994R0040,A07P3,R
48928,62001CJ0487,31977L0388,A20P2,L
49011,62001CJ0495,31977L0388,A11LAP1LA,L
49032,62001CJ0497,31977L0388,A17P2LA,L
49056,62001CJ0502,31971R1408,ENTIRE_ARTICLE,R
49066,62001CO0007,31962R0017,ENTIRE_ARTICLE,R
49213,62001CO0326,31994R0040,A12,R
49322,62002CJ0004,31979L0007,ENTIRE_ARTICLE,L
49340,62002CJ0008,31971R1408,A22,R
49412,62002CJ0019,31979L0007,ENTIRE_ARTICLE,L
49426,62002CJ0025,31976L0207,ENTIRE_ARTICLE,L
49468,62002CJ0034,31972R0574,ENTIRE_ARTICLE,R
49484,62002CJ0037,31993R2454,A143,R
49563,62002CJ0049,31989L0104,A03P3,L
49612,62002CJ0056,31993R2454,A848,R
49645,62002CJ0064,31994R0040,A12LB,R
49702,62002CJ0072,31992L0043,ENTIRE_ARTICLE,L
49710,62002CJ0077,31976L0207,ENTIRE_ARTICLE,L
49717,62002CJ0078,31977L0388,A04P5,L
49762,62002CJ0090,31977L0388,A22P3LC,L
49784,62002CJ0091,31993R2454,ENTIRE_ARTICLE,R
49798,62002CJ0092,31971R1408,ENTIRE_ARTICLE,R
49843,62002CJ0100,31989L0104,C1,L
49928,62002CJ0104,31993R2454,A859,R
49960,62002CJ0105,31992R2913,A91P2LB,R
49975,62002CJ0109,31977L0388,NH,L
50044,62002CJ0117,31992L0043,N2,L
50066,62002CJ0127,31992L0043,A07,L
50068,62002CJ0130,31987R2658,ENTIRE_ARTICLE,R
50083,62002CJ0133,31992R2913,A12P6,R
50087,62002CJ0136,31994R0040,A07P3,R
50095,62002CJ0137,31977L0388,A17P2,L
50123,62002CJ0138,31971R1408,ENTIRE_ARTICLE,R
50173,62002CJ0141,31962R0017,ENTIRE_ARTICLE,R
50183,62002CJ0143,31992L0043,ENTIRE_ARTICLE,L
50186,62002CJ0144,31977L0388,A11LAP1LA,L
50256,62002CJ0152,31977L0388,A22P3,L
50321,62002CJ0160,31971R1408,N2BIS,R
50400,62002CJ0182,31979L0409,A09P2,L
50465,62002CJ0189,31962R0017,ENTIRE_ARTICLE,R
50508,62002CJ0196,31976L0207,ENTIRE_ARTICLE,L
50517,62002CJ0200,31968R1612,ENTIRE_ARTICLE,R
50565,62002CJ0209,31992L0043,A07,L
50702,62002CJ0237,31993L0013,A04,L
50711,62002CJ0238,31992R2913,A40,R
50775,62002CJ0245,31989L0104,ENTIRE_ARTICLE,L
50797,62002CJ0255,31977L0388,A22P8,L
50869,62002CJ0278,31992R2913,A221P3,R
50931,62002CJ0284,31976L0207,ENTIRE_ARTICLE,L
51054,62002CJ0293,31992R2913,A03P1,R
51150,62002CJ0302,31971R1408,TITII,R
51157,62002CJ0303,31979L0007,A07P1LA,L
51228,62002CJ0313,31976L0207,ENTIRE_ARTICLE,L
51260,62002CJ0320,31977L0388,A26BIS,L
51272,62002CJ0321,31977L0388,NB,L
51322,62002CJ0329,31994R0040,A38P1,R
51429,62002CJ0371,31989L0104,A12P2LA,L
51455,62002CJ0372,31972R0574,A80,R
51490,62002CJ0378,31977L0388,ENTIRE_ARTICLE,L
51505,62002CJ0379,31987R2658,TR1P6,R
51511,62002CJ0382,31977L0388,A15PT9,L
51529,62002CJ0386,31971R1408,A04P4,R
51588,62002CJ0392,31993R2454,A873L1,R
51614,62002CJ0396,31987R2658,N1,R
51625,62002CJ0400,31968R1612,A07P4,R
51631,62002CJ0404,31989L0104,C7,L
51671,62002CJ0414,31992R2913,A239,R
51675,62002CJ0415,31969L0335,A12P1LA,L
51754,62002CJ0418,31994R0040,ENTIRE_ARTICLE,R
51765,62002CJ0419,31977L0388,A28P2LA,L
51788,62002CJ0425,31977L0187,ENTIRE_ARTICLE,L
51798,62002CJ0428,31977L0388,C11,L
51856,62002CJ0441,31968R1612,A01,R
51915,62002CJ0447,31994R0040,A74P1,R
51919,62002CJ0453,31977L0388,A13LBLF,L
51934,62002CJ0456,31968R1612,A07P1,R
51986,62002CJ0463,31977L0388,A11LAP1LA,L
52100,62002CO0023,31971R1408,ENTIRE_ARTICLE,R
52157,62002CO0150,31994R0040,A12LB,R
52171,62002CO0172,31979L0007,A07P1LA,L
52184,62002CO0232,31999R0659,ENTIRE_ARTICLE,R
52248,62002CO0259,31989L0104,A12P1,L
52325,62002CO0445,31994R0040,A07P3,R
52337,62002CO0446,31992R2913,A78P3,R
52419,62003CJ0008,31977L0388,A13LBLD,L
52441,62003CJ0016,31989L0104,A07P1,L
52504,62003CJ0022,31969L0335,ENTIRE_ARTICLE,L
52523,62003CJ0025,31977L0388,A27,L
52599,62003CJ0032,31977L0388,A04P3,L
52603,62003CJ0033,31977L0388,A18P1LA,L
52616,62003CJ0037,31994R0040,A07P1LB,R
52662,62003CJ0040,31993R2454,A308QUINQUIES,R
52700,62003CJ0041,31993R2454,A308QUINQUIES,R
52771,62003CJ0068,31977L0388,A28TERLEP3,L
52780,62003CJ0070,31993L0013,C6,L
52814,62003CJ0079,31979L0409,N4LA,L
52827,62003CJ0083,31992L0043,ENTIRE_ARTICLE,L
53066,62003CJ0098,31992L0043,N4LA,L
53125,62003CJ0106,31994R0040,A63P4,R
53181,62003CJ0112,32001R0044,A09P1LB,R
53202,62003CJ0117,31992L0043,C6,L
53386,62003CJ0145,31972R0574,ENTIRE_ARTICLE,R
53414,62003CJ0152,31988L0361,ENTIRE_ARTICLE,L
53424,62003CJ0153,31972R0574,A114,R
53454,62003CJ0165,31969L0335,ENTIRE_ARTICLE,L
53468,62003CJ0168,31994R0040,A08P1LB,R
53506,62003CJ0172,31977L0388,A20,L
53652,62003CJ0182,31999R0659,A18,R
53693,62003CJ0191,31976L0207,ENTIRE_ARTICLE,L
53707,62003CJ0193,31972R0574,A34P1,R
53720,62003CJ0195,31992R2913,A45,R
53724,62003CJ0197,31969L0335,A12P1LE,L
53764,62003CJ0203,31976L0207,ENTIRE_ARTICLE,L
53776,62003CJ0204,31977L0388,A19P1,L
53828,62003CJ0209,32004L0038,ENTIRE_ARTICLE,L
53973,62003CJ0223,31977L0388,A17P5,L
53997,62003CJ0227,31972R0574,A10TER,R
54000,62003CJ0228,31989L0104,A06P1LC,L
54063,62003CJ0243,31977L0388,A19P1,L
54144,62003CJ0269,31977L0388,A13LC,L
54172,62003CJ0272,31993R2454,A723P2,R
54178,62003CJ0276,31999R0659,ENTIRE_ARTICLE,R
54186,62003CJ0278,31968R1612,A03P1,R
54238,62003CJ0284,31977L0388,A13LBLB,L
54264,62003CJ0286,31971R1408,N2PT3LK,R
54282,62003CJ0291,31977L0388,C9,L
54299,62003CJ0293,31971R1408,ENTIRE_ARTICLE,R
54349,62003CJ0300,31993R2454,A379P2,R
54366,62003CJ0305,31993R2454,ENTIRE_ARTICLE,R
54377,62003CJ0306,31971R1408,A48P1,R
54390,62003CJ0319,31976L0207,A03P1,L
54429,62003CJ0321,31989L0104,A03P3,L
54448,62003CJ0329,31988L0361,ENTIRE_ARTICLE,L
54466,62003CJ0333,31977L0187,ENTIRE_ARTICLE,L
54514,62003CJ0344,31979L0409,N2,L
54541,62003CJ0346,31999R0659,ENTIRE_ARTICLE,R
54658,62003CJ0353,31989L0104,A03P3,L
54665,62003CJ0354,31977L0388,A17,L
54731,62003CJ0376,31988L0361,A01,L
54773,62003CJ0377,31993R2454,ENTIRE_ARTICLE,R
54873,62003CJ0397,31962R0017,A15P2,R
54892,62003CJ0399,31999R0659,A01,R
54907,62003CJ0400,31987R2658,TR1PT6,R
54960,62003CJ0405,31994R0040,A13P1,R
55022,62003CJ0412,31977L0388,A27,L
55064,62003CJ0434,31977L0388,A17P6,L
55071,62003CJ0435,31977L0388,A27P5,L
55143,62003CJ0441,31992L0043,A15,L
