,case_id,law_id,cited_article,law_type
629,61961CJ0013,31962R0017,A09,R
897,61964CJ0032,31968R0950,50,R
971,61964CJ0056,31962R0017,A19P1,R
1008,61965CJ0032,31962R0017,A05P2,R
1046,61965CJ0056,31962R0017,ENTIRE_ARTICLE,R
1329,61968CJ0014,31962R0017,A09P3,R
1402,61969CJ0002,31968R0950,ENTIRE_ARTICLE,R
1439,61969CJ0010,31962R0017,A15P6,R
1456,61969CJ0015,31968R1612,A07,R
1511,61969CJ0038,31968R0950,ENTIRE_ARTICLE,R
1523,61969CJ0040,31968R0950,TR1AP5,R
1540,61969CJ0041,31962R0017,A24,R
1549,61969CJ0043,31962R0017,A09P3,R
1552,61969CJ0044,31962R0017,A19P1,R
1559,61969CJ0045,31962R0017,A19P1,R
1567,61969CJ0048,31962R0017,A19P1,R
1575,61969CJ0049,31962R0017,A19P1,R
1581,61969CJ0051,31962R0017,A19P1,R
1588,61969CJ0052,31962R0017,A19P1,R
1596,61969CJ0053,31962R0017,A19P1,R
1604,61969CJ0054,31962R0017,A21,R
1609,61969CJ0055,31962R0017,A19P1,R
1615,61969CJ0056,31962R0017,A19P1,R
1621,61969CJ0057,31962R0017,A19P1,R
1681,61970CJ0001,31962R0017,A11,R
1750,61970CJ0014,31968R0950,ENTIRE_ARTICLE,R
1816,61970CJ0028,31968R0950,02-02,R
1998,61971CJ0003,31968R0950,20-NC2,R
2075,61971CJ0022,31962R0017,A04P2,R
2102,61971CJ0030,31968R0950,ENTIRE_ARTICLE,R
2116,61971CJ0036,31968R0950,23-07,R
2189,61971CJ0077,31968R0950,ENTIRE_ARTICLE,R
2231,61971CJ0092,31968R0950,20-NC2,R
2268,61972CJ0001,31968R1612,A07P2,R
2286,61972CJ0006,31962R0017,A19,R
2300,61972CJ0007,31962R0017,A15,R
2364,61972CJ0018,31968R0950,23-04,R
2411,61972CJ0038,31968R0950,23-07,R
2449,61972CJ0044,31968R1612,A07P2,R
2451,61972CJ0045,31971R1408,A84P4,R
2464,61972CJ0048,31962R0017,ENTIRE_ARTICLE,R
2540,61972CJ0073,31971R1408,A14P1LC,R
2544,61972CJ0076,31968R1612,C5,R
2569,61972CJ0080,31968R0950,23-02A,R
2585,61972CJ0082,31971R1408,N2,R
2624,61973CJ0006,31962R0017,A03,R
2649,61973CJ0009,31968R0950,04-04A1A,R
2697,61973CJ0012,31968R0950,16-01B01,R
2714,61973CJ0035,31971R1408,A28,R
2723,61973CJ0037,31968R0950,ENTIRE_ARTICLE,R
2738,61973CJ0040,31962R0017,A19P1,R
2751,61973CJ0041(01),31962R0017,A18,R
2756,61973CJ0049,31968R0950,17-04D02,R
2760,61973CJ0051,31971R1408,A10P1,R
2808,61973CJ0128,31968R0950,41-03B2,R
2816,61973CJ0130,31971R1408,N2,R
2822,61973CJ0138,31968R0950,11-02A5B,R
2865,61973CJ0149,31968R0950,02-04C3,R
2869,61973CJ0150,31968R0950,35-02A2A,R
2891,61973CJ0152,31968R1612,C5,R
2967,61973CJ0167,31968R1612,ENTIRE_ARTICLE,R
3000,61973CJ0183,31968R0950,TR1AP3LA,R
3018,61973CJ0185,31968R0950,22-09C5B,R
3038,61973CJ0187,31971R1408,ENTIRE_ARTICLE,R
3086,61974CJ0009,31968R1612,C5,R
3124,61974CJ0017,31962R0017,A19,R
3160,61974CJ0025,31968R0950,11-09,R
3242,61974CJ0039,31968R1612,A07P2,R
3341,61974CJ0066,31972R0574,A48P1,R
3347,61974CJ0068,31968R1612,C5,R
3357,61974CJ0071,31962R0017,A03P2LB,R
3400,61974CJ0091,31968R0950,TR1CP1,R
3402,61974CJ0092,31968R0950,04-04,R
3404,61974CJ0093,31968R0950,10-01B,R
3480,61975CJ0007,31971R1408,ENTIRE_ARTICLE,R
3527,61975CJ0020,31971R1408,C9,R
3547,61975CJ0024,31971R1408,A46P3,R
3559,61975CJ0026,31962R0017,A15,R
3562,61975CJ0027,31971R1408,A71,R
3570,61975CJ0029,31968R0950,20-02G,R
3585,61975CJ0032,31968R1612,A07P3,R
3589,61975CJ0033,31972R0574,A15P3,R
3594,61975CJ0035,31968R0950,NS-16-1,R
3609,61975CJ0036,31968R1612,ENTIRE_ARTICLE,R
3614,61975CJ0037,31968R0950,20-06B1,R
3624,61975CJ0038,31968R0950,TR1A,R
3673,61975CJ0048,31968R1612,A10,R
3677,61975CJ0049,31971R1408,A48P1,R
3712,61975CJ0053,31968R0950,21-07C,R
3714,61975CJ0055,31968R0950,04-04E1B4,R
3744,61975CJ0063,31962R0017,A04P2L1,R
3827,61975CJ0095,31968R0950,23-07B,R
3853,61975CJ0098,31968R0950,69-NT,R
3858,61975CJ0103,31971R1408,N5HP1LA,R
3872,61975CJ0106,31968R0950,11-02E1B1,R
3888,61975CJ0108,31972R0574,A36P1,R
3909,61975CJ0118,31968R1612,A01,R
3918,61975CJ0120,31968R0950,20-06,R
4012,61976CJ0013,31968R1612,A01,R
4036,61976CJ0017,31971R1408,N5IP1,R
4088,61976CJ0022,31968R0950,97-NT4,R
4107,61976CJ0027,31962R0017,A19P2,R
4121,61976CJ0028,31968R0950,04-02A2B2,R
4140,61976CJ0032,31971R1408,A94P5,R
4174,61976CJ0038,31968R0950,TR1AP4,R
4179,61976CJ0039,31971R1408,C9,R
4192,61976CJ0040,31971R1408,A70,R
4229,61976CJ0047,31962R0017,A12,R
4280,61976CJ0062,31971R1408,A46P3,R
4292,61976CJ0063,31971R1408,ENTIRE_ARTICLE,R
4300,61976CJ0068,31968R0950,07-01A3B,R
4303,61976CJ0069,31968R0950,23-06,R
4333,61976CJ0076,31971R1408,A71P1LBLII,R
4373,61976CJ0079,31971R1408,N5BP1LB,R
4419,61976CJ0085,31962R0017,A21,R
4432,61976CJ0086,31968R0950,21-07,R
4439,61976CJ0087,31971R1408,A10P1L1,R
4460,61976CJ0093,31971R1408,A45P1,R
4477,61976CJ0102,31971R1408,A13P1,R
4486,61976CJ0104,31971R1408,A10P1,R
4499,61976CJ0108,31968R0950,NS-15-1F,R
4507,61976CJ0109,31972R0574,ENTIRE_ARTICLE,R
4523,61976CJ0112,31971R1408,A46P3,R
4691,61977CJ0019,31962R0017,A15,R
4698,61977CJ0022,31971R1408,A46P3,R
4704,61977CJ0023,31968R0950,TR1AP4,R
4714,61977CJ0026,31968R0950,04-04E1B4,R
4729,61977CJ0028,31962R0017,A15P2,R
4752,61977CJ0032,31971R1408,A46P3,R
4759,61977CJ0035,31971R1408,A96,R
4774,61977CJ0037,31971R1408,A46P3,R
4803,61977CJ0041,31972R0574,A36,R
4846,61977CJ0055,31971R1408,A84P4,R
4854,61977CJ0059,31962R0017,A07,R
4862,61977CJ0060,31968R0950,NS-16-5,R
4890,61977CJ0062,31968R0950,49-NT5,R
4894,61977CJ0063,31968R0950,TR1AP3,R
4898,61977CJ0064,31971R1408,TIT3CH3,R
4910,61977CJ0066,31971R1408,A71,R
4998,61977CJ0077,31962R0017,A16P1,R
5008,61977CJ0078,31968R0950,TR1CP3,R
5064,61977CJ0084,31971R1408,N5,R
5144,61977CJ0098,31972R0574,A46P2,R
5214,61977CJ0104,31968R0950,TR1AP2LB,R
5217,61977CJ0105,31971R1408,A46P1,R
5240,61977CJ0111,31968R0950,NS-15-6,R
5291,61977CJ0115,31971R1408,ENTIRE_ARTICLE,R
5302,61977CJ0117,31972R0574,N3,R
5438,61977CJ0126,31971R1408,A67P1,R
5440,61977CJ0131,31968R0950,04-02,R
5447,61977CJ0134,31971R1408,A76,R
5452,61977CJ0136,31968R0950,22-05C1,R
5471,61977CJ0137,31968R0950,02-04B,R
5540,61977CJ0148,31968R0950,ENTIRE_ARTICLE,R
5545,61977CJ0149,31976L0207,ENTIRE_ARTICLE,L
5561,61977CJ0151,31968R0950,21-07C,R
5624,61978CJ0001,31971R1408,A22P1LALII,R
5635,61978CJ0005,31968R0950,23-07B1A4,R
5674,61978CJ0008,31968R0950,04-02A2B2,R
5692,61978CJ0009,31971R1408,ENTIRE_ARTICLE,R
5702,61978CJ0010,31972R0574,ENTIRE_ARTICLE,R
5714,61978CJ0011,31968R0950,21-07C,R
5734,61978CJ0012,31968R0950,19-03B2,R
5818,61978CJ0030,31962R0017,A25,R
5842,61978CJ0032,31962R0017,A15P5,R
5862,61978CJ0034,31968R0950,98-02,R
5927,61978CJ0084,31968R0950,19-03B2,R
5954,61978CJ0087,31968R0950,35-05,R
6027,61978CJ0095,31968R0950,21-07C,R
6066,61978CJ0098,31968R0950,22-05C2,R
6090,61978CJ0100,31971R1408,A79P3,R
6133,61978CJ0114,31968R0950,98-02,R
6208,61978CJ0127,31968R0950,16-02B3B1,R
6233,61978CJ0129,31971R1408,A77P2LA,R
6261,61978CJ0132,31968R0950,15-01,R
6289,61978CJ0137,31968R0950,TR1AP3LB,R
6311,61978CJ0139,31971R1408,A69P2,R
6346,61978CJ0144,31971R1408,N5CP1LB,R
6476,61978CJ0157,31968R0950,21-07C,R
6494,61978CJ0158,31968R0950,02-02C,R
6522,61978CJ0160,31968R0950,16-02B3B1,R
6528,61978CJ0161,31969L0335,ENTIRE_ARTICLE,L
6538,61978CJ0165,31968R0950,TR1AP2LA,R
6559,61978CJ0168,31968R0950,22-09C,R
6566,61978CJ0169,31968R0950,22-09C,R
6592,61978CJ0173,31971R1408,ENTIRE_ARTICLE,R
6616,61978CJ0176,31972R0574,ENTIRE_ARTICLE,R
6648,61978CJ0180,31971R1408,A46P3,R
6676,61978CJ0182,31972R0574,A96,R
6684,61978CJ0183,31968R0950,02-NC3,R
6697,61978CJ0207,31971R1408,A04P4,R
6823,61978CJ0236,31971R1408,A46P3L2,R
6829,61978CJ0237,31971R1408,A05,R
6926,61978CJ0266,31971R1408,ENTIRE_ARTICLE,R
6961,61979CJ0004,31968R0950,23-02A1,R
6997,61979CJ0005,31968R0950,23-07B,R
7021,61979CJ0009,31972R0574,A10P1LB,R
7034,61979CJ0011,31968R0950,84-15,R
7097,61979CJ0035,31968R0950,02-01A2B,R
7130,61979CJ0037,31962R0017,ENTIRE_ARTICLE,R
7141,61979CJ0041,31971R1408,A69P2,R
7183,61979CJ0053,31972R0574,A45P4,R
7189,61979CJ0054,31968R0950,TR1AP3LB,R
7242,61979CJ0067,31971R1408,A71P1LALII,R
7257,61979CJ0069,31971R1408,TIT3CH2,R
7325,61979CJ0087,31968R0950,20-NT1A,R
7369,61979CJ0094,31968R0950,06-02D,R
7405,61979CJ0099,31962R0017,ENTIRE_ARTICLE,R
7447,61979CJ0106,31962R0017,ENTIRE_ARTICLE,R
7464,61979CJ0109,31968R0950,23-02A1,R
7492,61979CJ0110,31971R1408,ENTIRE_ARTICLE,R
7521,61979CJ0124,31968R0950,02-01A2B,R
7542,61979CJ0130,31968R0950,04-02A1,R
7567,61979CJ0135,31968R0950,TR1CP3,R
7645,61979CJ0140,31968R0950,22-08A,R
7656,61979CJ0143,31972R0574,ENTIRE_ARTICLE,R
7667,61979CJ0145,31968R0950,29-04C3,R
7693,61979CJ0149,31968R1612,ENTIRE_ARTICLE,R
7707,61979CJ0150,31971R1408,N5CP1LB,R
7741,61979CJ0155,31962R0017,ENTIRE_ARTICLE,R
7756,61979CJ0157,31968R1612,ENTIRE_ARTICLE,R
7816,61979CJ0733,31971R1408,C8,R
7827,61979CJ0793,31971R1408,A46P2LB,R
7832,61979CJ0795,31968R0950,TR1AP2LA,R
7845,61979CJ0798,31968R0950,90-18,R
7846,61979CJ0803,31968R0950,02-01A2A2DD22,R
7873,61979CJ0807,31971R1408,ENTIRE_ARTICLE,R
7892,61979CJ0810,31971R1408,N5CP9,R
7937,61979CJ0816,31968R0950,59-03,R
7963,61979CJ0824,31968R0950,07-04B,R
8007,61980CJ0003,31968R0950,23-07B1A,R
8029,61980CJ0004,31971R1408,TIT3CH3,R
8055,61980CJ0031,31962R0017,ENTIRE_ARTICLE,R
8107,61980CJ0046,31968R0950,22-08A,R
8110,61980CJ0050,31968R0950,29-42A2,R
8153,61980CJ0066,31968R0950,23-07B,R
8175,61980CJ0069,31976L0207,ENTIRE_ARTICLE,L
8181,61980CJ0070,31971R1408,A09P2,R
8183,61980CJ0095,31968R0950,04-04C,R
8211,61980CJ0098,31972R0574,ENTIRE_ARTICLE,R
8222,61980CJ0099,31971R1408,ENTIRE_ARTICLE,R
8234,61980CJ0100,31962R0017,A19P1,R
8256,61980CJ0104,31972R0574,A10P1LA,R
8289,61980CJ0111,31972R0574,ENTIRE_ARTICLE,R
8297,61980CJ0112,31968R0950,08-06A2,R
8327,61980CJ0114,31968R0950,22-02,R
8336,61980CJ0116,31972R0574,A46,R
8344,61980CJ0122,31968R0950,ENTIRE_ARTICLE,R
8351,61980CJ0126,31962R0017,A04P1,R
8364,61980CJ0132,31968R0950,03-02,R
8490,61980CJ0160,31968R0950,TR1AP3LA,R
8498,61980CJ0169,31968R0950,04-04A2,R
8507,61980CJ0170,31968R0950,ENTIRE_ARTICLE,R
8582,61980CJ0193,31968R0950,22-10,R
8589,61980CJ0196,31968R0950,TR1AP3LC,R
8637,61980CJ0204,31968R0950,22-06,R
8660,61980CJ0205,31968R0950,TR1AP3LB,R
8715,61980CJ0248,31968R0950,TR1CP3,R
8847,61980CJ0278,31968R0950,TR1AP3LB,R
8880,61981CJ0003,31968R0950,11-02,R
8890,61981CJ0007,31971R1408,A51P1,R
8899,61981CJ0008,31977L0388,ENTIRE_ARTICLE,L
8904,61981CJ0012,31976L0207,A01,L
8923,61981CJ0015,31977L0388,ENTIRE_ARTICLE,L
8938,61981CJ0019,31979L0007,ENTIRE_ARTICLE,L
8946,61981CJ0022,31971R1408,A50,R
9010,61981CJ0049,31968R0950,33-04,R
9018,61981CJ0050,31968R0950,33-04,R
9030,61981CJ0053,31968R1612,ENTIRE_ARTICLE,R
9034,61981CJ0055,31971R1408,A48P2,R
9065,61981CJ0064,31968R0950,21-07F,R
9076,61981CJ0065,31968R1612,A07P2,R
9136,61981CJ0079,31972R0574,ENTIRE_ARTICLE,R
9311,61981CJ0129,31968R0950,23-04,R
9317,61981CJ0132,31972R0574,A07,R
9347,61981CJ0145,31968R0950,23-02,R
9405,61981CJ0208,31968R0950,TR1AP3LB,R
9461,61981CJ0227,31971R1408,TIT3CH6,R
9512,61981CJ0234,31968R0950,TR1AP3LA,R
9514,61981CJ0237,31968R0950,38-19U,R
9524,61981CJ0238,31972R0574,ENTIRE_ARTICLE,R
9584,61981CJ0255,31977L0388,A13LBLDPT1,L
9639,61981CJ0267,31968R0950,ENTIRE_ARTICLE,R
9645,61981CJ0270,31969L0335,A05P2,L
9671,61981CJ0274,31971R1408,TIT3CH3,R
9676,61981CJ0275,31979L0007,ENTIRE_ARTICLE,L
9686,61981CJ0276,31971R1408,TIT2,R
9692,61981CJ0283,31968R0950,05-15,R
9740,61981CJ0295,31968R0950,TR1AP2LA,R
9771,61981CJ0309,31968R0950,02-01,R
9801,61981CJ0317,31968R0950,59-NT2LALA,R
9818,61981CJ0322,31962R0017,ENTIRE_ARTICLE,R
9860,61982CJ0007,31962R0017,ENTIRE_ARTICLE,R
9956,61982CJ0035,31968R1612,ENTIRE_ARTICLE,R
9959,61982CJ0037,31968R0950,48-21D,R
10011,61982CJ0043,31962R0017,ENTIRE_ARTICLE,R
10040,61982CJ0047,31968R0950,07-05B1,R
10115,61982CJ0076,31971R1408,ENTIRE_ARTICLE,R
10129,61982CJ0077,31968R1612,A23,R
10145,61982CJ0086,31962R0017,A15P5,R
10176,61982CJ0096,31962R0017,A15P2,R
10184,61982CJ0107,31962R0017,ENTIRE_ARTICLE,R
10189,61982CJ0109,31968R0950,04-03,R
10241,61982CJ0130,31968R0950,TR1AP3LB,R
10278,61982CJ0139,31971R1408,A10P1L1,R
10310,61982CJ0149,31972R0574,A10P1LA,R
10321,61982CJ0150,31972R0574,A16,R
10334,61982CJ0152,31968R1612,ENTIRE_ARTICLE,R
10367,61982CJ0162,31968R0950,62,R
10377,61982CJ0163,31976L0207,ENTIRE_ARTICLE,L
10382,61982CJ0165,31976L0207,ENTIRE_ARTICLE,L
10387,61982CJ0167,31968R0950,11-02E1B1AA,R
10410,61982CJ0169,31968R0950,08-05D,R
10451,61982CJ0171,31971R1408,ENTIRE_ARTICLE,R
10478,61982CJ0175,31968R0950,16-NT,R
10511,61982CJ0192,31968R0950,TR1AP3LB,R
10557,61982CJ0218,31968R0950,22-09C1,R
10604,61982CJ0228,31962R0017,A19P2,R
10612,61982CJ0232,31972R0574,ENTIRE_ARTICLE,R
10640,61982CJ0239,31968R0950,31-02C,R
10668,61982CJ0240,31962R0017,A15P5LA,R
10765,61982CJ0279,31971R1408,A57P3LC,R
10783,61982CJ0285,31972R0574,A15P1LC,R
10827,61982CJ0289,31968R0950,55-09A1,R
10834,61982CJ0292,31968R0950,38-19T,R
10870,61982CJ0294,31977L0388,A28,L
10890,61982CJ0296,31962R0017,A21P2,R
10905,61982CJ0298,31968R0950,TR1AP5,R
10944,61982CJ0313,31971R1408,A93P1,R
10959,61982CJ0320,31971R1408,ENTIRE_ARTICLE,R
10995,61982CJ0324,31977L0388,A27P5,L
11005,61982CJ0327,31968R0950,TR1AP3LB,R
11033,61982CJ0345,31968R0950,20-02A,R
11062,61982CO0228,31962R0017,ENTIRE_ARTICLE,R
11070,61982CO0229,31962R0017,A03,R
11102,61983CJ0014,31976L0207,ENTIRE_ARTICLE,L
11137,61983CJ0019,31977L0187,ENTIRE_ARTICLE,L
11141,61983CJ0029,31962R0017,A15P2,R
11152,61983CJ0035,31962R0017,A04P2L2LB,R
11232,61983CJ0042,31977L0388,ENTIRE_ARTICLE,L
11243,61983CJ0046,31968R0950,29-01A2,R
11347,61983CJ0060,31968R0950,TR1AP3LB,R
11359,61983CJ0070,31977L0388,ENTIRE_ARTICLE,L
11393,61983CJ0077,31968R0950,S11,R
11400,61983CJ0079,31976L0207,ENTIRE_ARTICLE,L
11423,61983CJ0092,31968R0950,59-03,R
11454,61983CJ0101,31971R1408,A73P1,R
11459,61983CJ0104,31971R1408,A51P2,R
11541,61983CJ0121,31968R0950,17-02D2,R
11580,61983CJ0128,31971R1408,A71P1,R
11610,61983CJ0135,31977L0187,ENTIRE_ARTICLE,L
11626,61983CJ0154,31968R0950,21-07F,R
11713,61983CJ0179,31977L0187,A07,L
11720,61983CJ0181,31971R1408,A47P1,R
11732,61983CJ0184,31976L0207,C,L
11757,61983CJ0186,31977L0187,A07,L
11768,61983CJ0191,31971R1408,A76,R
11803,61983CJ0193,31962R0017,ENTIRE_ARTICLE,R
11910,61983CJ0218,31968R0950,98-03,R
11943,61983CJ0229,31962R0017,ENTIRE_ARTICLE,R
11985,61983CJ0237,31968R1612,ENTIRE_ARTICLE,R
11991,61983CJ0238,31971R1408,ENTIRE_ARTICLE,R
12012,61983CJ0242,31971R1408,A77P2LBLI,R
12043,61983CJ0248,31976L0207,ENTIRE_ARTICLE,L
12053,61983CJ0249,31971R1408,A04P4,R
12098,61983CJ0261,31971R1408,ENTIRE_ARTICLE,R
12122,61983CJ0267,31968R1612,ENTIRE_ARTICLE,R
12128,61983CJ0268,31977L0388,A17P2,L
12162,61983CJ0275,31971R1408,A33,R
12182,61983CJ0283,31968R0950,22-05C3B2,R
12223,61983CJ0293,31968R1612,A12,R
12275,61984CJ0005,31977L0388,A27P5,L
12304,61984CJ0016,31977L0388,A32,L
12309,61984CJ0017,31977L0388,A32,L
12399,61984CJ0032,31968R0950,97-NC4,R
12442,61984CJ0041,31971R1408,A99,R
12484,61984CJ0046,31968R0950,11-02A5A,R
12495,61984CJ0047,31977L0388,ENTIRE_ARTICLE,L
12535,61984CJ0058,31971R1408,A46P1,R
12541,61984CJ0060,31968R0950,37-07,R
12582,61984CJ0075,31962R0017,A19P3,R
12639,61984CJ0094,31971R1408,A03P1,R
12662,61984CJ0100,31968R0950,ENTIRE_ARTICLE,R
12683,61984CJ0104,31972R0574,A10P1LA,R
12688,61984CJ0105,31977L0187,A04P1,L
12699,61984CJ0107,31977L0388,ND,L
12737,61984CJ0117,31971R1408,A46P1,R
12755,61984CJ0122,31971R1408,A04P4,R
12762,61984CJ0124,31968R0950,16-02B3B1AA,R
12858,61984CJ0137,31968R1612,ENTIRE_ARTICLE,R
12862,61984CJ0139,31977L0388,ENTIRE_ARTICLE,L
12873,61984CJ0145,31971R1408,A71P1LBLII,R
12893,61984CJ0151,31979L0007,A08P1,L
12911,61984CJ0152,31979L0007,ENTIRE_ARTICLE,L
12914,61984CJ0153,31971R1408,A76,R
12929,61984CJ0155,31968R0950,99-NT4A,R
12934,61984CJ0157,31971R1408,A05,R
12957,61984CJ0163,31968R0950,TR1AP3LB,R
12959,61984CJ0165,31968R0950,07-06A,R
12984,61984CJ0166,31968R0950,31-NT2C,R
12987,61984CJ0167,31968R0950,44-13,R
12998,61984CJ0168,31977L0388,ENTIRE_ARTICLE,L
13004,61984CJ0170,31976L0207,ENTIRE_ARTICLE,L
13054,61984CJ0178,31968R0950,22-03,R
13162,61984CJ0199,31968R0950,02-01A2B,R
13175,61984CJ0200,31968R0950,99-05,R
13275,61984CJ0209,31962R0017,ENTIRE_ARTICLE,R
13319,61984CJ0222,31976L0207,ENTIRE_ARTICLE,L
13333,61984CJ0223,31968R0950,TR1AP4,R
13336,61984CJ0226,31962R0017,A16,R
13339,61984CJ0227,31968R0950,85-21D2,R
13364,61984CJ0235,31977L0187,ENTIRE_ARTICLE,L
13385,61984CJ0237,31977L0187,ENTIRE_ARTICLE,L
13451,61984CJ0242,31968R0950,61-02B2E6,R
13483,61984CJ0249,31977L0388,A14P2,L
13507,61984CJ0252,31968R0950,99-06,R
13512,61984CJ0254,31971R1408,N6IPT2LC,R
13611,61984CJ0261,31972R0574,A59,R
13624,61984CJ0262,31979L0007,A08P1,L
13647,61984CJ0276,31968R0950,04-02A2B1,R
13686,61984CJ0283,31977L0388,ENTIRE_ARTICLE,L
13697,61984CJ0284,31971R1408,N6IPT2LF,R
13752,61984CJ0295,31977L0388,A33,L
13765,61984CJ0296,31971R1408,A46P3,R
13771,61984CJ0298,31968R1612,ENTIRE_ARTICLE,R
13793,61984CJ0300,31971R1408,N1PTI,R
13806,61984CJ0302,31971R1408,TIT3CH3,R
13858,61985CJ0001,31971R1408,C5,R
13879,61985CJ0020,31971R1408,N6CPT15,R
13904,61985CJ0024,31977L0187,ENTIRE_ARTICLE,L
13910,61985CJ0028,31971R1408,A86P2,R
13912,61985CJ0030,31979L0007,A04P1,L
13929,61985CJ0038,31968R0950,97-NT3,R
13936,61985CJ0039,31977L0388,ENTIRE_ARTICLE,L
13960,61985CJ0043,31962R0017,A19P2,R
13977,61985CJ0045,31962R0017,ENTIRE_ARTICLE,R
14019,61985CJ0057,31968R0950,NS-16-5,R
14023,61985CJ0058,31968R0950,51-01A,R
14036,61985CJ0059,31968R1612,ENTIRE_ARTICLE,R
14045,61985CJ0060,31971R1408,TIT3,R
14060,61985CJ0066,31968R1612,ENTIRE_ARTICLE,R
14071,61985CJ0071,31979L0007,A07,L
14081,61985CJ0073,31977L0388,NFPT16,L
14089,61985CJ0079,31971R1408,A03P1,R
14129,61985CJ0089(01),31962R0017,A19P1,R
14143,61985CJ0090,31968R0950,93-07B2A,R
14226,61985CJ0131,31968R1612,C5,R
14254,61985CJ0139,31968R1612,ENTIRE_ARTICLE,R
14300,61985CJ0150,31979L0007,ENTIRE_ARTICLE,L
14304,61985CJ0151,31968R0950,02-01A2A1BB11,R
14360,61985CJ0179,31968R0950,22-04,R
14461,61985CJ0192,31979L0007,A03,L
14489,61985CJ0197,31972R0574,A07P1LB,R
14575,61985CJ0222,31968R0950,61-NT3LA,R
14588,61985CJ0225,31968R1612,A07P4,R
14612,61985CJ0235,31977L0388,NF,L
14625,61985CJ0236,31979L0409,N4LA,L
14659,61985CJ0247,31979L0409,N3,L
14696,61985CJ0252,31979L0409,N4LA,L
14744,61985CJ0262,31979L0409,N4LA,L
14848,61985CJ0286,31979L0007,A04P1,L
14906,61985CJ0314,31977L0388,A02PT2,L
14920,61985CJ0316,31968R1612,A10P2,R
15098,61985CJ0349,31968R0950,16-02B3B1,R
15132,61985CJ0353,31977L0388,A13LAP1LN,L
15202,61985CJ0375,31971R1408,A67P1,R
15207,61985CJ0377,31972R0574,A10P1LA,R
15211,61985CJ0379,31971R1408,A10P1,R
15215,61985CJ0384,31979L0007,A05,L
15220,61985CJ0385,31968R0950,62-04,R
15247,61985CJ0391,31977L0388,A33,L
15278,61985CJ0412,31979L0409,ENTIRE_ARTICLE,L
15287,61985CJ0415,31977L0388,ENTIRE_ARTICLE,L
15293,61985CJ0416,31977L0388,NF,L
15347,61986CJ0003,31977L0388,A25P8,L
15359,61986CJ0010,31962R0017,ENTIRE_ARTICLE,R
15387,61986CJ0022,31972R0574,A61,R
15442,61986CJ0036,31969L0335,ENTIRE_ARTICLE,L
15449,61986CJ0037,31972R0574,A46P2,R
15466,61986CJ0039,31968R1612,ENTIRE_ARTICLE,R
15471,61986CJ0042,31968R0950,42-02B,R
15475,61986CJ0043,31971R1408,N6IPT2LC,R
15577,61986CJ0062,31962R0017,A11,R
15600,61986CJ0063,31968R1612,ENTIRE_ARTICLE,R
15714,61986CJ0082,31971R1408,A04P2,R
15746,61986CJ0102,31977L0388,A02PT1,L
15760,61986CJ0112,31969L0335,ENTIRE_ARTICLE,L
15820,61986CJ0125,31977L0388,A14P1LD,L
15834,61986CJ0127,31977L0388,ENTIRE_ARTICLE,L
15907,61986CJ0138,31977L0388,C,L
15911,61986CJ0141,31968R0950,24-01B,R
15973,61986CJ0165,31977L0388,A17P6,L
15999,61986CJ0197,31968R1612,C5,R
16133,61986CJ0246,31962R0017,A15P2,R
16148,61986CJ0249,31968R1612,ENTIRE_ARTICLE,R
16156,61986CJ0252,31977L0388,ENTIRE_ARTICLE,L
16158,61986CJ0254,31968R0950,24-02A,R
16176,61986CJ0256,31968R1612,A10,R
16178,61986CJ0257,31977L0388,A14P1LA,L
16187,61986CJ0263,31968R1612,A12,R
16231,61986CJ0269,31977L0388,C4,L
16256,61986CJ0287,31977L0187,C,L
16264,61986CJ0289,31977L0388,C4,L
16331,61986CJ0299,31977L0388,A10P3,L
16396,61986CJ0312,31976L0207,ENTIRE_ARTICLE,L
16403,61986CJ0313,31971R1408,A77P2,R
16418,61986CJ0317,31977L0388,A33,L
16422,61986CJ0318,31976L0207,ENTIRE_ARTICLE,L
16461,61986CJ0323,31971R1408,C8,R
16464,61986CJ0324,31977L0187,ENTIRE_ARTICLE,L
16493,61986CO0213,31962R0017,A14P3,R
16514,61987CJ0003,31971R1408,ENTIRE_ARTICLE,R
16555,61987CJ0010,31977L0388,A28P3LB,L
16582,61987CJ0021,31971R1408,N6CPT2LA,R
16657,61987CJ0042,31968R1612,A12,R
16679,61987CJ0050,31977L0388,ENTIRE_ARTICLE,L
16726,61987CJ0058,31971R1408,C5,R
16781,61987CJ0074,31968R0950,38-19T,R
16805,61987CJ0080,31979L0007,ENTIRE_ARTICLE,L
16817,61987CJ0083,31971R1408,A94P5,R
16865,61987CJ0101,31977L0187,ENTIRE_ARTICLE,L
16907,61987CJ0122,31977L0388,NFPT9,L
16913,61987CJ0123,31977L0388,A27,L
17006,61987CJ0143,31971R1408,ENTIRE_ARTICLE,R
17012,61987CJ0144,31977L0187,ENTIRE_ARTICLE,L
17015,61987CJ0147,31971R1408,ENTIRE_ARTICLE,R
17017,61987CJ0151,31979L0007,ENTIRE_ARTICLE,L
17022,61987CJ0154,31971R1408,ENTIRE_ARTICLE,R
17275,61987CJ0192,31971R1408,A69P4,R
17322,61987CJ0203,31977L0388,TIT10,L
17331,61987CJ0207,31977L0388,A13LBLDPT1,L
17356,61987CJ0217,31968R0950,07-06A,R
17423,61987CJ0230,31977L0388,A24,L
17433,61987CJ0231,31977L0388,ND,L
