,case_id,bcoefficient,publication_year,total_citations,max_citations_in_a_year,max_citation_year,awakening_time_year,sleep_time_years,time_from_awakening_to_peak_years,peak_year_relative_importance,sleep_to_peak_ratio,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,degree_centrality,closeness_centrality,betweenness_centrality,pagerank,hits_hubs,hits_authorities,case_name,top_cited,source,subject
23023,61979CJ0804,57.66666666666667,1981,18,6,1987,1985,4,2,0.3333333333333333,0.5,  Case 804/79,EU:C:1981:93,Judgement,Pescatore,Reischl,United Kingdom,United Kingdom-not_specified,not_specified,3,1979-11-13,1981-05-05,1981,5,1979.0,11.0,1.4767123287671233,1,0,Judgment of the Court of 5 May 1981. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.0018102824040550324,0.09659892152311053,0.00026376734583046174,0.0006547796990624197,1.0282907866741935e-07,1.713018468921221e-05,61979CJ0804:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,1,61979CJ0804,Environment
23027,61979CJ0032,0.0,1980,2,1,1981,1980,0,1,0.5,0.0,  Case 32/79,EU:C:1980:189,Judgement,Pescatore,Reischl,United Kingdom,United Kingdom-not_specified,not_specified,3,1979-02-27,1980-07-10,1980,7,1979.0,2.0,1.367123287671233,1,0,Judgment of the Court of 10 July 1980. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.0003620564808110065,0.0841641530167803,3.497731854195582e-05,0.00031554674430596716,4.3063369425948017e-07,9.30844955087615e-08,61979CJ0032:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0,61979CJ0032,Environment
23031,61979CJ0032,0.0,1980,2,1,1981,1980,0,1,0.5,0.0,  Case 32/79,EU:C:1980:189,Judgement,Pescatore,Reischl,United Kingdom,United Kingdom-not_specified,not_specified,3,1979-02-27,1980-07-10,1980,7,1979.0,2.0,1.367123287671233,1,0,Judgment of the Court of 10 July 1980. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.0003620564808110065,0.0841641530167803,3.497731854195582e-05,0.00031554674430596716,4.3063369425948017e-07,9.30844955087615e-08,61979CJ0032:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0,61979CJ0032,Environment
23035,61979CJ0032,0.0,1980,2,1,1981,1980,0,1,0.5,0.0,  Case 32/79,EU:C:1980:189,Judgement,Pescatore,Reischl,United Kingdom,United Kingdom-not_specified,not_specified,3,1979-02-27,1980-07-10,1980,7,1979.0,2.0,1.367123287671233,1,0,Judgment of the Court of 10 July 1980. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.0003620564808110065,0.0841641530167803,3.497731854195582e-05,0.00031554674430596716,4.3063369425948017e-07,9.30844955087615e-08,61979CJ0032:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0,61979CJ0032,Environment
23039,61978CJ0141,0.0,1979,4,1,1980,1979,0,1,0.25,0.0,  Case 141/78,EU:C:1979:225,Judgement,Pescatore,Reischl,United Kingdom; France,United Kingdom; France-not_specified,not_specified,3,1978-06-14,1979-10-04,1979,10,1978.0,6.0,1.3068493150684932,2,0,Judgment of the Court of 4 October 1979. , French Republic v United Kingdom of Great Britain and Northern Ireland. ,0.0006335988414192613,0.0810953772519583,2.1653868019897575e-05,0.0002027566822713685,7.31541619702901e-07,2.969259729073052e-06,61978CJ0141:  French Republic v United Kingdom of Great Britain and Northern Ireland. ,0,61978CJ0141,Environment
23043,61978CJ0141,0.0,1979,4,1,1980,1979,0,1,0.25,0.0,  Case 141/78,EU:C:1979:225,Judgement,Pescatore,Reischl,United Kingdom; France,United Kingdom; France-not_specified,not_specified,3,1978-06-14,1979-10-04,1979,10,1978.0,6.0,1.3068493150684932,2,0,Judgment of the Court of 4 October 1979. , French Republic v United Kingdom of Great Britain and Northern Ireland. ,0.0006335988414192613,0.0810953772519583,2.1653868019897575e-05,0.0002027566822713685,7.31541619702901e-07,2.969259729073052e-06,61978CJ0141:  French Republic v United Kingdom of Great Britain and Northern Ireland. ,0,61978CJ0141,Environment
23047,61978CJ0141,0.0,1979,4,1,1980,1979,0,1,0.25,0.0,  Case 141/78,EU:C:1979:225,Judgement,Pescatore,Reischl,United Kingdom; France,United Kingdom; France-not_specified,not_specified,3,1978-06-14,1979-10-04,1979,10,1978.0,6.0,1.3068493150684932,2,0,Judgment of the Court of 4 October 1979. , French Republic v United Kingdom of Great Britain and Northern Ireland. ,0.0006335988414192613,0.0810953772519583,2.1653868019897575e-05,0.0002027566822713685,7.31541619702901e-07,2.969259729073052e-06,61978CJ0141:  French Republic v United Kingdom of Great Britain and Northern Ireland. ,0,61978CJ0141,Environment
23072,61978CJ0185,0.0,1979,5,1,1979,1979,0,0,0.2,0.0,  Joined cases 185/78 to 204/78,EU:C:1979:177,Judgement,Pescatore,Reischl,Netherlands,Netherlands-not_specified,not_specified,3,1978-09-14,1979-07-03,1979,7,1978.0,9.0,0.8,1,1,Judgment of the Court of 3 July 1979. , Criminal proceedings against J. van Dam en Zonen and others. ,0.0004525706010137581,0.0939016638185958,0.0,0.00019081814644031803,0.0,6.810662281511049e-06,61978CJ0185:  Criminal proceedings against J. van Dam en Zonen and others. ,0,61978CJ0185,Environment
23076,61978CJ0185,0.0,1979,5,1,1979,1979,0,0,0.2,0.0,  Joined cases 185/78 to 204/78,EU:C:1979:177,Judgement,Pescatore,Reischl,Netherlands,Netherlands-not_specified,not_specified,3,1978-09-14,1979-07-03,1979,7,1978.0,9.0,0.8,1,1,Judgment of the Court of 3 July 1979. , Criminal proceedings against J. van Dam en Zonen and others. ,0.0004525706010137581,0.0939016638185958,0.0,0.00019081814644031803,0.0,6.810662281511049e-06,61978CJ0185:  Criminal proceedings against J. van Dam en Zonen and others. ,0,61978CJ0185,Environment
23080,61978CJ0185,0.0,1979,5,1,1979,1979,0,0,0.2,0.0,  Joined cases 185/78 to 204/78,EU:C:1979:177,Judgement,Pescatore,Reischl,Netherlands,Netherlands-not_specified,not_specified,3,1978-09-14,1979-07-03,1979,7,1978.0,9.0,0.8,1,1,Judgment of the Court of 3 July 1979. , Criminal proceedings against J. van Dam en Zonen and others. ,0.0004525706010137581,0.0939016638185958,0.0,0.00019081814644031803,0.0,6.810662281511049e-06,61978CJ0185:  Criminal proceedings against J. van Dam en Zonen and others. ,0,61978CJ0185,Environment
25008,61982CJ0295,0.0,1984,3,1,1985,1984,0,1,0.3333333333333333,0.0,  Case 295/82,EU:C:1984:48,Judgement,Mackenzie Stuart,RozÃ¨s,France,France-Third Chamber,Third Chamber,3,1982-11-22,1984-02-09,1984,2,1982.0,11.0,1.2164383561643837,1,0,Judgment of the Court (Third Chamber) of 9 February 1984. ," Groupement d'Intérêt Economique ""Rhône-Alpes Huiles"" and others v Syndicat National des Fabricants Raffineurs d'Huile de Graissage and others. ",0.0003620564808110065,0.06190234522099141,8.010689324163507e-07,0.00010472204918080306,6.150683185641222e-07,6.548084917393374e-06,"61982CJ0295:  Groupement d'Intérêt Economique ""Rhône-Alpes Huiles"" and others v Syndicat National des Fabricants Raffineurs d'Huile de Graissage and others. ",0,61982CJ0295,Environment
25014,61982CJ0295,0.0,1984,3,1,1985,1984,0,1,0.3333333333333333,0.0,  Case 295/82,EU:C:1984:48,Judgement,Mackenzie Stuart,RozÃ¨s,France,France-Third Chamber,Third Chamber,3,1982-11-22,1984-02-09,1984,2,1982.0,11.0,1.2164383561643837,1,0,Judgment of the Court (Third Chamber) of 9 February 1984. ," Groupement d'Intérêt Economique ""Rhône-Alpes Huiles"" and others v Syndicat National des Fabricants Raffineurs d'Huile de Graissage and others. ",0.0003620564808110065,0.06190234522099141,8.010689324163507e-07,0.00010472204918080306,6.150683185641222e-07,6.548084917393374e-06,"61982CJ0295:  Groupement d'Intérêt Economique ""Rhône-Alpes Huiles"" and others v Syndicat National des Fabricants Raffineurs d'Huile de Graissage and others. ",0,61982CJ0295,Environment
25020,61982CJ0295,0.0,1984,3,1,1985,1984,0,1,0.3333333333333333,0.0,  Case 295/82,EU:C:1984:48,Judgement,Mackenzie Stuart,RozÃ¨s,France,France-Third Chamber,Third Chamber,3,1982-11-22,1984-02-09,1984,2,1982.0,11.0,1.2164383561643837,1,0,Judgment of the Court (Third Chamber) of 9 February 1984. ," Groupement d'Intérêt Economique ""Rhône-Alpes Huiles"" and others v Syndicat National des Fabricants Raffineurs d'Huile de Graissage and others. ",0.0003620564808110065,0.06190234522099141,8.010689324163507e-07,0.00010472204918080306,6.150683185641222e-07,6.548084917393374e-06,"61982CJ0295:  Groupement d'Intérêt Economique ""Rhône-Alpes Huiles"" and others v Syndicat National des Fabricants Raffineurs d'Huile de Graissage and others. ",0,61982CJ0295,Environment
25023,61982CJ0172,0.0,1983,4,1,1984,1983,0,1,0.25,0.0,  Case 172/82,EU:C:1983:69,Judgement,Mackenzie Stuart,RozÃ¨s,France,France-Third Chamber,Third Chamber,3,1982-06-25,1983-03-10,1983,3,1982.0,6.0,0.7068493150684931,1,0,Judgment of the Court (Third Chamber) of 10 March 1983. ," Syndicat national des fabricants raffineurs d'huile de graissage and others v Groupement d'intérêt économique ""Inter-Huiles"" and others. ",0.0003620564808110065,0.0658328588079228,0.0,0.00024501848678311317,0.0,1.1639161486668774e-05,"61982CJ0172:  Syndicat national des fabricants raffineurs d'huile de graissage and others v Groupement d'intérêt économique ""Inter-Huiles"" and others. ",0,61982CJ0172,Environment
25029,61982CJ0172,0.0,1983,4,1,1984,1983,0,1,0.25,0.0,  Case 172/82,EU:C:1983:69,Judgement,Mackenzie Stuart,RozÃ¨s,France,France-Third Chamber,Third Chamber,3,1982-06-25,1983-03-10,1983,3,1982.0,6.0,0.7068493150684931,1,0,Judgment of the Court (Third Chamber) of 10 March 1983. ," Syndicat national des fabricants raffineurs d'huile de graissage and others v Groupement d'intérêt économique ""Inter-Huiles"" and others. ",0.0003620564808110065,0.0658328588079228,0.0,0.00024501848678311317,0.0,1.1639161486668774e-05,"61982CJ0172:  Syndicat national des fabricants raffineurs d'huile de graissage and others v Groupement d'intérêt économique ""Inter-Huiles"" and others. ",0,61982CJ0172,Environment
25035,61982CJ0172,0.0,1983,4,1,1984,1983,0,1,0.25,0.0,  Case 172/82,EU:C:1983:69,Judgement,Mackenzie Stuart,RozÃ¨s,France,France-Third Chamber,Third Chamber,3,1982-06-25,1983-03-10,1983,3,1982.0,6.0,0.7068493150684931,1,0,Judgment of the Court (Third Chamber) of 10 March 1983. ," Syndicat national des fabricants raffineurs d'huile de graissage and others v Groupement d'intérêt économique ""Inter-Huiles"" and others. ",0.0003620564808110065,0.0658328588079228,0.0,0.00024501848678311317,0.0,1.1639161486668774e-05,"61982CJ0172:  Syndicat national des fabricants raffineurs d'huile de graissage and others v Groupement d'intérêt économique ""Inter-Huiles"" and others. ",0,61982CJ0172,Environment
25465,62006CJ0357,1.0,2007,2,1,2009,2008,1,1,0.5,1.0,  Case C-357/06,EU:C:2007:818,Judgement,JuhÃ¡sz,Ruiz-Jarabo Colomer,Italy,Italy-Fourth Chamber,Fourth Chamber,5,2006-08-30,2007-12-18,2007,12,2006.0,8.0,1.3013698630136987,1,0,Judgment of the Court (Fourth Chamber) of 18 December 2007. , Frigerio Luigi &amp; C. Snc v Comune di Triuggio. ,0.0008146270818247647,0.002431475756918587,0.0001381700551913136,3.8849673525329225e-05,0.00019841106308805315,2.9206135024219732e-05,62006CJ0357:  Frigerio Luigi &amp; C. Snc v Comune di Triuggio. ,0,62006CJ0357,Environment
25471,62006CJ0357,1.0,2007,2,1,2009,2008,1,1,0.5,1.0,  Case C-357/06,EU:C:2007:818,Judgement,JuhÃ¡sz,Ruiz-Jarabo Colomer,Italy,Italy-Fourth Chamber,Fourth Chamber,5,2006-08-30,2007-12-18,2007,12,2006.0,8.0,1.3013698630136987,1,0,Judgment of the Court (Fourth Chamber) of 18 December 2007. , Frigerio Luigi &amp; C. Snc v Comune di Triuggio. ,0.0008146270818247647,0.002431475756918587,0.0001381700551913136,3.8849673525329225e-05,0.00019841106308805315,2.9206135024219732e-05,62006CJ0357:  Frigerio Luigi &amp; C. Snc v Comune di Triuggio. ,0,62006CJ0357,Environment
25477,62006CJ0357,1.0,2007,2,1,2009,2008,1,1,0.5,1.0,  Case C-357/06,EU:C:2007:818,Judgement,JuhÃ¡sz,Ruiz-Jarabo Colomer,Italy,Italy-Fourth Chamber,Fourth Chamber,5,2006-08-30,2007-12-18,2007,12,2006.0,8.0,1.3013698630136987,1,0,Judgment of the Court (Fourth Chamber) of 18 December 2007. , Frigerio Luigi &amp; C. Snc v Comune di Triuggio. ,0.0008146270818247647,0.002431475756918587,0.0001381700551913136,3.8849673525329225e-05,0.00019841106308805315,2.9206135024219732e-05,62006CJ0357:  Frigerio Luigi &amp; C. Snc v Comune di Triuggio. ,0,62006CJ0357,Environment
25483,62006CJ0357,1.0,2007,2,1,2009,2008,1,1,0.5,1.0,  Case C-357/06,EU:C:2007:818,Judgement,JuhÃ¡sz,Ruiz-Jarabo Colomer,Italy,Italy-Fourth Chamber,Fourth Chamber,5,2006-08-30,2007-12-18,2007,12,2006.0,8.0,1.3013698630136987,1,0,Judgment of the Court (Fourth Chamber) of 18 December 2007. , Frigerio Luigi &amp; C. Snc v Comune di Triuggio. ,0.0008146270818247647,0.002431475756918587,0.0001381700551913136,3.8849673525329225e-05,0.00019841106308805315,2.9206135024219732e-05,62006CJ0357:  Frigerio Luigi &amp; C. Snc v Comune di Triuggio. ,0,62006CJ0357,Environment
25489,62006CJ0357,1.0,2007,2,1,2009,2008,1,1,0.5,1.0,  Case C-357/06,EU:C:2007:818,Judgement,JuhÃ¡sz,Ruiz-Jarabo Colomer,Italy,Italy-Fourth Chamber,Fourth Chamber,5,2006-08-30,2007-12-18,2007,12,2006.0,8.0,1.3013698630136987,1,0,Judgment of the Court (Fourth Chamber) of 18 December 2007. , Frigerio Luigi &amp; C. Snc v Comune di Triuggio. ,0.0008146270818247647,0.002431475756918587,0.0001381700551913136,3.8849673525329225e-05,0.00019841106308805315,2.9206135024219732e-05,62006CJ0357:  Frigerio Luigi &amp; C. Snc v Comune di Triuggio. ,0,62006CJ0357,Environment
25660,62008CJ0205,10.0,2009,2,1,2014,2013,4,1,0.5,0.25,  Case C-205/08,EU:C:2009:767,Judgement,KÅ«ris,Ruiz-Jarabo Colomer,Austria,Austria-Second Chamber,Second Chamber,1,2008-05-19,2009-12-10,2009,12,2008.0,5.0,1.5616438356164384,1,0,Judgment of the Court (Second Chamber) of 10 December 2009. , Umweltanwalt von Kärnten v Kärntner Landesregierung. ,0.0003620564808110065,0.0002413709872073377,1.068012623026298e-06,3.363187283831599e-05,3.773951530171918e-07,6.748988964332141e-06,62008CJ0205:  Umweltanwalt von Kärnten v Kärntner Landesregierung. ,0,62008CJ0205,Environment
25661,62008CJ0330,0.0,2008,1,1,2009,2008,0,1,1.0,0.0,  Case C-330/08,EU:C:2008:720,Judgement,Cunha Rodrigues,Ruiz-Jarabo Colomer,France,France-Seventh Chamber,Seventh Chamber,1,2008-07-18,2008-12-11,2008,12,2008.0,7.0,0.4,1,0,Judgment of the Court (Seventh Chamber) of 11 December 2008. , Commission of the European Communities v French Republic. ,0.0002715423606082549,9.051412020275162e-05,1.911827770493532e-07,3.356793917386095e-05,2.865757090069592e-06,9.596952513416077e-06,62008CJ0330:  Commission of the European Communities v French Republic. ,0,62008CJ0330,Environment
25664,62006CJ0082,0.0,2007,2,2,2008,2007,0,1,1.0,0.0,Case C-82/06,EU:C:2007:349,Judgement,MalenovskÃ½,Ruiz-Jarabo Colomer,Italy,Italy-Eighth Chamber,Eighth Chamber,2,2006-02-08,2007-06-14,2007,6,2006.0,2.0,1.3452054794520547,1,0,Judgment of the Court (Eighth Chamber) of 14 June 2007.,Commission of the European Communities v Italian Republic.,0.0022628530050687904,0.040050931754628594,0.00043568557633696215,4.7442500286299574e-05,0.00010384251160741332,3.4375183770243172e-06,62006CJ0082: Commission of the European Communities v Italian Republic.,0,62006CJ0082,Environment
25667,62006CJ0082,0.0,2007,2,2,2008,2007,0,1,1.0,0.0,Case C-82/06,EU:C:2007:349,Judgement,MalenovskÃ½,Ruiz-Jarabo Colomer,Italy,Italy-Eighth Chamber,Eighth Chamber,2,2006-02-08,2007-06-14,2007,6,2006.0,2.0,1.3452054794520547,1,0,Judgment of the Court (Eighth Chamber) of 14 June 2007.,Commission of the European Communities v Italian Republic.,0.0022628530050687904,0.040050931754628594,0.00043568557633696215,4.7442500286299574e-05,0.00010384251160741332,3.4375183770243172e-06,62006CJ0082: Commission of the European Communities v Italian Republic.,0,62006CJ0082,Environment
25669,62004CJ0199,0.0,2007,5,1,2007,2007,0,0,0.2,0.0,  Case C-199/04,EU:C:2007:72,Judgement,Makarczyk,Ruiz-Jarabo Colomer,United Kingdom,United Kingdom-Second Chamber,Second Chamber,2,2004-05-04,2007-02-01,2007,2,2004.0,5.0,2.747945205479452,1,0,Judgment of the Court (Second Chamber) of 1 February 2007. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.000724112961622013,0.04116319612082886,8.532594754397446e-05,7.594727814673257e-05,1.7130395905621275e-05,1.7558575780225927e-05,62004CJ0199:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0,62004CJ0199,Environment
25671,62004CJ0199,0.0,2007,5,1,2007,2007,0,0,0.2,0.0,  Case C-199/04,EU:C:2007:72,Judgement,Makarczyk,Ruiz-Jarabo Colomer,United Kingdom,United Kingdom-Second Chamber,Second Chamber,2,2004-05-04,2007-02-01,2007,2,2004.0,5.0,2.747945205479452,1,0,Judgment of the Court (Second Chamber) of 1 February 2007. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.000724112961622013,0.04116319612082886,8.532594754397446e-05,7.594727814673257e-05,1.7130395905621275e-05,1.7558575780225927e-05,62004CJ0199:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0,62004CJ0199,Environment
25672,62004CJ0486,1.0,2006,6,2,2008,2006,0,2,0.3333333333333333,0.0,  Case C-486/04,EU:C:2006:732,Judgement,Makarczyk,Ruiz-Jarabo Colomer,Italy,Italy-Second Chamber,Second Chamber,2,2004-11-25,2006-11-23,2006,11,2004.0,11.0,1.9945205479452055,1,0,Judgment of the Court (Second Chamber) of 23 November 2006. , Commission of the European Communities v Italian Republic. ,0.0013577118030412745,0.04333792693151163,0.0005236165324799954,9.300521097632232e-05,5.6595936293173976e-05,2.1782045486003465e-05,62004CJ0486:  Commission of the European Communities v Italian Republic. ,0,62004CJ0486,Environment
25675,62004CJ0486,1.0,2006,6,2,2008,2006,0,2,0.3333333333333333,0.0,  Case C-486/04,EU:C:2006:732,Judgement,Makarczyk,Ruiz-Jarabo Colomer,Italy,Italy-Second Chamber,Second Chamber,2,2004-11-25,2006-11-23,2006,11,2004.0,11.0,1.9945205479452055,1,0,Judgment of the Court (Second Chamber) of 23 November 2006. , Commission of the European Communities v Italian Republic. ,0.0013577118030412745,0.04333792693151163,0.0005236165324799954,9.300521097632232e-05,5.6595936293173976e-05,2.1782045486003465e-05,62004CJ0486:  Commission of the European Communities v Italian Republic. ,0,62004CJ0486,Environment
25678,62004CJ0098,0.0,2006,5,3,2007,2006,0,1,0.6,0.0,  Case C-98/04,EU:C:2006:288,Judgement,Makarczyk,Ruiz-Jarabo Colomer,United Kingdom,United Kingdom-Second Chamber,Second Chamber,2,2004-02-26,2006-05-04,2006,5,2004.0,2.0,2.186301369863014,1,0,Judgment of the Court (Second Chamber) of 4 May 2006. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.0008146270818247647,0.04643001466922324,0.0002012877624886325,0.00015695361782779973,2.3089784772019174e-05,2.8014557640428167e-05,62004CJ0098:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0,62004CJ0098,Environment
25680,62004CJ0098,0.0,2006,5,3,2007,2006,0,1,0.6,0.0,  Case C-98/04,EU:C:2006:288,Judgement,Makarczyk,Ruiz-Jarabo Colomer,United Kingdom,United Kingdom-Second Chamber,Second Chamber,2,2004-02-26,2006-05-04,2006,5,2004.0,2.0,2.186301369863014,1,0,Judgment of the Court (Second Chamber) of 4 May 2006. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.0008146270818247647,0.04643001466922324,0.0002012877624886325,0.00015695361782779973,2.3089784772019174e-05,2.8014557640428167e-05,62004CJ0098:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0,62004CJ0098,Environment
25682,62003CJ0344,1.0,2005,2,1,2007,2006,1,1,0.5,1.0,  Case C-344/03,EU:C:2005:770,Judgement,Gulmann,Ruiz-Jarabo Colomer,Finland,Finland-Second Chamber,Second Chamber,1,2003-08-01,2005-12-15,2005,12,2003.0,8.0,2.3753424657534246,1,0,Judgment of the Court (Second Chamber) of 15 December 2005. , Commission of the European Communities v Republic of Finland. ,0.0003620564808110065,0.00037714216751146516,8.193547587829423e-08,4.2802946513712895e-05,1.9219611401538725e-05,3.729947340207511e-06,62003CJ0344:  Commission of the European Communities v Republic of Finland. ,0,62003CJ0344,Environment
25683,62003CJ0176,0.0,2005,8,2,2005,2005,0,0,0.25,0.0,  Case C-176/03,EU:C:2005:542,Judgement,Schintgen,Ruiz-Jarabo Colomer,not_specified,not_specified-Grand Chamber,Grand Chamber,2,2003-04-15,2005-09-13,2005,9,2003.0,4.0,2.4164383561643836,1,0,Judgment of the Court (Grand Chamber) of 13 September 2005. , Commission of the European Communities v Council of the European Union. ,0.0015387400434467775,0.0476785184800333,0.00010304401039943642,7.985265349933843e-05,6.786268104368234e-05,3.363523483426997e-05,62003CJ0176:  Commission of the European Communities v Council of the European Union. ,0,62003CJ0176,Environment
25685,62003CJ0176,0.0,2005,8,2,2005,2005,0,0,0.25,0.0,  Case C-176/03,EU:C:2005:542,Judgement,Schintgen,Ruiz-Jarabo Colomer,not_specified,not_specified-Grand Chamber,Grand Chamber,2,2003-04-15,2005-09-13,2005,9,2003.0,4.0,2.4164383561643836,1,0,Judgment of the Court (Grand Chamber) of 13 September 2005. , Commission of the European Communities v Council of the European Union. ,0.0015387400434467775,0.0476785184800333,0.00010304401039943642,7.985265349933843e-05,6.786268104368234e-05,3.363523483426997e-05,62003CJ0176:  Commission of the European Communities v Council of the European Union. ,0,62003CJ0176,Environment
25691,62001CJ0463,0.0,2004,6,1,2005,2004,0,1,0.16666666666666666,0.0,  Case C-463/01,EU:C:2004:797,Judgement,Lenaerts,Ruiz-Jarabo Colomer,Germany,Germany-Grand Chamber,Grand Chamber,3,2001-12-03,2004-12-14,2004,12,2001.0,12.0,3.032876712328767,1,0,Judgment of the Court (Grand Chamber) of 14 December 2004. , Commission of the European Communities v Federal Republic of Germany. ,0.001900796524257784,0.04134740048624887,0.00012154558316864116,5.4412055587313236e-05,0.0002984683991222428,6.585189083762188e-05,62001CJ0463:  Commission of the European Communities v Federal Republic of Germany. ,0,62001CJ0463,Environment
25697,62001CJ0463,0.0,2004,6,1,2005,2004,0,1,0.16666666666666666,0.0,  Case C-463/01,EU:C:2004:797,Judgement,Lenaerts,Ruiz-Jarabo Colomer,Germany,Germany-Grand Chamber,Grand Chamber,3,2001-12-03,2004-12-14,2004,12,2001.0,12.0,3.032876712328767,1,0,Judgment of the Court (Grand Chamber) of 14 December 2004. , Commission of the European Communities v Federal Republic of Germany. ,0.001900796524257784,0.04134740048624887,0.00012154558316864116,5.4412055587313236e-05,0.0002984683991222428,6.585189083762188e-05,62001CJ0463:  Commission of the European Communities v Federal Republic of Germany. ,0,62001CJ0463,Environment
25703,62001CJ0463,0.0,2004,6,1,2005,2004,0,1,0.16666666666666666,0.0,  Case C-463/01,EU:C:2004:797,Judgement,Lenaerts,Ruiz-Jarabo Colomer,Germany,Germany-Grand Chamber,Grand Chamber,3,2001-12-03,2004-12-14,2004,12,2001.0,12.0,3.032876712328767,1,0,Judgment of the Court (Grand Chamber) of 14 December 2004. , Commission of the European Communities v Federal Republic of Germany. ,0.001900796524257784,0.04134740048624887,0.00012154558316864116,5.4412055587313236e-05,0.0002984683991222428,6.585189083762188e-05,62001CJ0463:  Commission of the European Communities v Federal Republic of Germany. ,0,62001CJ0463,Environment
25705,62003CJ0083,0.0,2005,1,1,2006,2005,0,1,1.0,0.0,  Case C-83/03,EU:C:2005:339,Judgement,Puissochet,Ruiz-Jarabo Colomer,Italy,Italy-Sixth Chamber,Sixth Chamber,2,2003-02-26,2005-06-02,2005,6,2003.0,2.0,2.265753424657534,1,0,Judgment of the Court (Sixth Chamber) of 2 June 2005. , Commission of the European Communities v Italian Republic. ,0.00018102824040550325,0.04565261074953092,1.6758865005727673e-06,3.2802637695225125e-05,9.739782434930141e-06,1.2810856611362787e-05,62003CJ0083:  Commission of the European Communities v Italian Republic. ,0,62003CJ0083,Environment
25707,62003CJ0083,0.0,2005,1,1,2006,2005,0,1,1.0,0.0,  Case C-83/03,EU:C:2005:339,Judgement,Puissochet,Ruiz-Jarabo Colomer,Italy,Italy-Sixth Chamber,Sixth Chamber,2,2003-02-26,2005-06-02,2005,6,2003.0,2.0,2.265753424657534,1,0,Judgment of the Court (Sixth Chamber) of 2 June 2005. , Commission of the European Communities v Italian Republic. ,0.00018102824040550325,0.04565261074953092,1.6758865005727673e-06,3.2802637695225125e-05,9.739782434930141e-06,1.2810856611362787e-05,62003CJ0083:  Commission of the European Communities v Italian Republic. ,0,62003CJ0083,Environment
25709,62003CJ0006,10.0,2005,2,1,2010,2009,4,1,0.5,0.25,  Case C-6/03,EU:C:2005:222,Judgement,Cunha Rodrigues,Ruiz-Jarabo Colomer,Germany,Germany-First Chamber,First Chamber,1,2003-01-08,2005-04-14,2005,4,2003.0,1.0,2.265753424657534,1,0,Judgment of the Court (First Chamber) of 14 April 2005. , Deponiezweckverband Eiterköpfe v Land Rheinland-Pfalz. ,0.0002715423606082549,0.04743578707851849,6.2845402463942416e-06,3.37219374009843e-05,2.8701552424699636e-06,2.3687123605863282e-05,62003CJ0006:  Deponiezweckverband Eiterköpfe v Land Rheinland-Pfalz. ,0,62003CJ0006,Environment
25713,62002CJ0309,0.0,2004,6,1,2005,2004,0,1,0.16666666666666666,0.0,  Case C-309/02,EU:C:2004:799,Judgement,Lenaerts,Ruiz-Jarabo Colomer,Germany,Germany-Grand Chamber,Grand Chamber,3,2002-08-29,2004-12-14,2004,12,2002.0,8.0,2.2958904109589042,1,0,Judgment of the Court (Grand Chamber) of 14 December 2004. , Radlberger Getränkegesellschaft mbH &amp; Co. and S. Spitz KG v Land Baden-Württemberg. ,0.0022628530050687904,0.05025825409110958,0.0006625282459443383,5.521148449658342e-05,0.00035666350095596563,0.0001817583716425874,62002CJ0309:  Radlberger Getränkegesellschaft mbH &amp; Co. and S. Spitz KG v Land Baden-Württemberg. ,0,62002CJ0309,Environment
25719,62002CJ0309,0.0,2004,6,1,2005,2004,0,1,0.16666666666666666,0.0,  Case C-309/02,EU:C:2004:799,Judgement,Lenaerts,Ruiz-Jarabo Colomer,Germany,Germany-Grand Chamber,Grand Chamber,3,2002-08-29,2004-12-14,2004,12,2002.0,8.0,2.2958904109589042,1,0,Judgment of the Court (Grand Chamber) of 14 December 2004. , Radlberger Getränkegesellschaft mbH &amp; Co. and S. Spitz KG v Land Baden-Württemberg. ,0.0022628530050687904,0.05025825409110958,0.0006625282459443383,5.521148449658342e-05,0.00035666350095596563,0.0001817583716425874,62002CJ0309:  Radlberger Getränkegesellschaft mbH &amp; Co. and S. Spitz KG v Land Baden-Württemberg. ,0,62002CJ0309,Environment
