,case_id,bcoefficient,publication_year,total_citations,max_citations_in_a_year,max_citation_year,awakening_time_year,sleep_time_years,time_from_awakening_to_peak_years,peak_year_relative_importance,sleep_to_peak_ratio,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,degree_centrality,closeness_centrality,betweenness_centrality,pagerank,hits_hubs,hits_authorities,case_name,top_cited,source,subject
8209,62004CJ0122,0.0,2006,1,1,2007,2006,0,1,1.0,0.0,  Case C-122/04,EU:C:2006:134,Judgement,Colneric,Geelhoed,not_specified,not_specified-First Chamber,First Chamber,2,2004-03-05,2006-02-23,2006,2,2004.0,3.0,1.9726027397260273,1,0,Judgment of the Court (First Chamber) of 23 February 2006. , Commission of the European Communities v European Parliament and Council of the European Union. ,0.00018102824040550325,0.0005829337049535702,7.07719074988047e-06,4.092721196157397e-05,2.457626357683653e-06,9.767151423128354e-08,62004CJ0122:  Commission of the European Communities v European Parliament and Council of the European Union. ,0,62004CJ0122,Environment
8211,62003CJ0320,0.0,2005,4,1,2005,2005,0,0,0.25,0.0,  Case C-320/03,EU:C:2005:684,Judgement,Schintgen,Geelhoed,Austria,Austria-Grand Chamber,Grand Chamber,5,2003-07-24,2005-11-15,2005,11,2003.0,7.0,2.315068493150685,1,0,Judgment of the Court (Grand Chamber) of 15 November 2005. , Commission of the European Communities v Republic of Austria. ,0.001900796524257784,0.04445219156800667,0.0004936262673411585,4.481794844184008e-05,0.00020625782977001211,4.376334362020468e-05,62003CJ0320:  Commission of the European Communities v Republic of Austria. ,0,62003CJ0320,Environment
8218,62003CJ0320,0.0,2005,4,1,2005,2005,0,0,0.25,0.0,  Case C-320/03,EU:C:2005:684,Judgement,Schintgen,Geelhoed,Austria,Austria-Grand Chamber,Grand Chamber,5,2003-07-24,2005-11-15,2005,11,2003.0,7.0,2.315068493150685,1,0,Judgment of the Court (Grand Chamber) of 15 November 2005. , Commission of the European Communities v Republic of Austria. ,0.001900796524257784,0.04445219156800667,0.0004936262673411585,4.481794844184008e-05,0.00020625782977001211,4.376334362020468e-05,62003CJ0320:  Commission of the European Communities v Republic of Austria. ,0,62003CJ0320,Environment
8225,62003CJ0320,0.0,2005,4,1,2005,2005,0,0,0.25,0.0,  Case C-320/03,EU:C:2005:684,Judgement,Schintgen,Geelhoed,Austria,Austria-Grand Chamber,Grand Chamber,5,2003-07-24,2005-11-15,2005,11,2003.0,7.0,2.315068493150685,1,0,Judgment of the Court (Grand Chamber) of 15 November 2005. , Commission of the European Communities v Republic of Austria. ,0.001900796524257784,0.04445219156800667,0.0004936262673411585,4.481794844184008e-05,0.00020625782977001211,4.376334362020468e-05,62003CJ0320:  Commission of the European Communities v Republic of Austria. ,0,62003CJ0320,Environment
8232,62003CJ0320,0.0,2005,4,1,2005,2005,0,0,0.25,0.0,  Case C-320/03,EU:C:2005:684,Judgement,Schintgen,Geelhoed,Austria,Austria-Grand Chamber,Grand Chamber,5,2003-07-24,2005-11-15,2005,11,2003.0,7.0,2.315068493150685,1,0,Judgment of the Court (Grand Chamber) of 15 November 2005. , Commission of the European Communities v Republic of Austria. ,0.001900796524257784,0.04445219156800667,0.0004936262673411585,4.481794844184008e-05,0.00020625782977001211,4.376334362020468e-05,62003CJ0320:  Commission of the European Communities v Republic of Austria. ,0,62003CJ0320,Environment
8239,62003CJ0320,0.0,2005,4,1,2005,2005,0,0,0.25,0.0,  Case C-320/03,EU:C:2005:684,Judgement,Schintgen,Geelhoed,Austria,Austria-Grand Chamber,Grand Chamber,5,2003-07-24,2005-11-15,2005,11,2003.0,7.0,2.315068493150685,1,0,Judgment of the Court (Grand Chamber) of 15 November 2005. , Commission of the European Communities v Republic of Austria. ,0.001900796524257784,0.04445219156800667,0.0004936262673411585,4.481794844184008e-05,0.00020625782977001211,4.376334362020468e-05,62003CJ0320:  Commission of the European Communities v Republic of Austria. ,0,62003CJ0320,Environment
8245,62003CJ0221,70.0,2005,5,2,2014,2013,8,1,0.4,0.125,  Case C-221/03,EU:C:2005:573,Judgement,Ã Caoimh,Geelhoed,Belgium,Belgium-Third Chamber,Third Chamber,1,2003-05-22,2005-09-22,2005,9,2003.0,5.0,2.33972602739726,1,0,Judgment of the Court (Third Chamber) of 22 September 2005. , Commission of the European Communities v Kingdom of Belgium. ,0.000724112961622013,0.0010070996362788918,1.1524253054473613e-05,6.976986189831154e-05,2.195592383515116e-05,3.5280761777597666e-06,62003CJ0221:  Commission of the European Communities v Kingdom of Belgium. ,0,62003CJ0221,Environment
8247,62004CJ0135,0.0,2005,1,1,2005,2005,0,0,1.0,0.0,  Case C-135/04,EU:C:2005:374,Judgement,Gulmann,Geelhoed,Spain,Spain-Second Chamber,Second Chamber,1,2004-03-12,2005-06-09,2005,6,2004.0,3.0,1.2438356164383562,1,0,Judgment of the Court (Second Chamber) of 9 June 2005. , Commission of the European Communities v Kingdom of Spain. ,0.00018102824040550325,0.0003129202441295128,0.0,4.578347635663637e-05,1.9139108280320678e-05,1.5233898410263755e-06,62004CJ0135:  Commission of the European Communities v Kingdom of Spain. ,0,62004CJ0135,Environment
8250,62001CJ0494,1.0,2005,27,6,2007,2006,1,1,0.2222222222222222,1.0,  Case C-494/01,EU:C:2005:250,Judgement,Jann,Geelhoed,Ireland,Ireland-Grand Chamber,Grand Chamber,2,2001-12-20,2005-04-26,2005,4,2001.0,12.0,3.350684931506849,1,0,Judgment of the Court (Grand Chamber) of 26 April 2005. , Commission of the European Communities v Ireland. ,0.0039826212889210715,0.052957898212075014,0.0027095263456967237,0.00031352939252059453,8.777286596385558e-05,0.000605149238962565,62001CJ0494:  Commission of the European Communities v Ireland. ,1,62001CJ0494,Environment
8253,62001CJ0494,1.0,2005,27,6,2007,2006,1,1,0.2222222222222222,1.0,  Case C-494/01,EU:C:2005:250,Judgement,Jann,Geelhoed,Ireland,Ireland-Grand Chamber,Grand Chamber,2,2001-12-20,2005-04-26,2005,4,2001.0,12.0,3.350684931506849,1,0,Judgment of the Court (Grand Chamber) of 26 April 2005. , Commission of the European Communities v Ireland. ,0.0039826212889210715,0.052957898212075014,0.0027095263456967237,0.00031352939252059453,8.777286596385558e-05,0.000605149238962565,62001CJ0494:  Commission of the European Communities v Ireland. ,1,62001CJ0494,Environment
8254,62002CJ0420,30.0,2004,2,2,2010,2009,5,1,1.0,0.2,  Case C-420/02,EU:C:2004:727,Judgement,Silva de Lapuerta,Geelhoed,Greece,Greece-First Chamber,First Chamber,2,2002-11-21,2004-11-18,2004,11,2002.0,11.0,1.9945205479452055,1,0,Judgment of the Court (First Chamber) of 18 November 2004. , Commission of the European Communities v Hellenic Republic. ,0.0004525706010137581,0.037716499849709116,0.00014832748147303374,7.994627781963618e-05,2.673152237887512e-05,6.894672128668882e-06,62002CJ0420:  Commission of the European Communities v Hellenic Republic. ,0,62002CJ0420,Environment
8257,62002CJ0420,30.0,2004,2,2,2010,2009,5,1,1.0,0.2,  Case C-420/02,EU:C:2004:727,Judgement,Silva de Lapuerta,Geelhoed,Greece,Greece-First Chamber,First Chamber,2,2002-11-21,2004-11-18,2004,11,2002.0,11.0,1.9945205479452055,1,0,Judgment of the Court (First Chamber) of 18 November 2004. , Commission of the European Communities v Hellenic Republic. ,0.0004525706010137581,0.037716499849709116,0.00014832748147303374,7.994627781963618e-05,2.673152237887512e-05,6.894672128668882e-06,62002CJ0420:  Commission of the European Communities v Hellenic Republic. ,0,62002CJ0420,Environment
8260,62002CJ0280,30.0,2004,4,3,2009,2008,4,1,0.75,0.25,  Case C-280/02,EU:C:2004:548,Judgement,Macken,Geelhoed,France,France-Second Chamber,Second Chamber,1,2002-07-30,2004-09-23,2004,9,2002.0,7.0,2.1534246575342464,1,0,Judgment of the Court (Second Chamber) of 23  September  2004. , Commission of the European Communities v French Republic. ,0.0008146270818247647,0.035361281329357064,0.00021241708146210877,0.00013738616339308018,3.285413124049867e-05,5.567920099710568e-06,62002CJ0280:  Commission of the European Communities v French Republic. ,0,62002CJ0280,Environment
8262,62001CJ0396,28.0,2004,2,1,2012,2011,7,1,0.5,0.14285714285714285,  Case C-396/01,EU:C:2004:136,Judgement,von Bahr,Geelhoed,Ireland,Ireland-Fifth Chamber,Fifth Chamber,1,2001-10-10,2004-03-11,2004,3,2001.0,10.0,2.419178082191781,1,0,Judgment of the Court (Fifth Chamber) of 11 March 2004. , Commission of the European Communities v Ireland. ,0.0002715423606082549,0.035584526397726274,1.738112147165506e-06,4.251492977170111e-05,4.3866415090348856e-08,9.580557633512668e-07,62001CJ0396:  Commission of the European Communities v Ireland. ,0,62001CJ0396,Environment
8264,62002CJ0348,0.0,2003,1,1,2004,2003,0,1,1.0,0.0,  Case C-348/02,EU:C:2003:541,Judgement,Rosas,Geelhoed,Italy,Italy-First Chamber,First Chamber,1,2002-09-30,2003-10-02,2003,10,2002.0,9.0,1.0054794520547945,1,0,Judgment of the Court (First Chamber) of 2 October 2003. , Commission of the European Communities v Italian Republic. ,0.00018102824040550325,0.035411336297728295,0.0,5.009184133742211e-05,1.1243841430158703e-07,2.118800883750665e-06,62002CJ0348:  Commission of the European Communities v Italian Republic. ,0,62002CJ0348,Environment
8268,62001CJ0446,0.0,2003,3,1,2003,2003,0,0,0.3333333333333333,0.0,  Case C-446/01,EU:C:2003:347,Judgement,Cunha Rodrigues,Geelhoed,Spain,Spain-Third Chamber,Third Chamber,2,2001-11-20,2003-06-12,2003,6,2001.0,11.0,1.558904109589041,1,0,Judgment of the Court (Third Chamber) of 12 June 2003. , Commission of the European Communities v Kingdom of Spain. ,0.0004525706010137581,0.04856251504584335,0.0007201483079107068,7.715981710831245e-05,2.152263684796989e-09,9.601555328159427e-06,62001CJ0446:  Commission of the European Communities v Kingdom of Spain. ,0,62001CJ0446,Environment
8271,62001CJ0446,0.0,2003,3,1,2003,2003,0,0,0.3333333333333333,0.0,  Case C-446/01,EU:C:2003:347,Judgement,Cunha Rodrigues,Geelhoed,Spain,Spain-Third Chamber,Third Chamber,2,2001-11-20,2003-06-12,2003,6,2001.0,11.0,1.558904109589041,1,0,Judgment of the Court (Third Chamber) of 12 June 2003. , Commission of the European Communities v Kingdom of Spain. ,0.0004525706010137581,0.04856251504584335,0.0007201483079107068,7.715981710831245e-05,2.152263684796989e-09,9.601555328159427e-06,62001CJ0446:  Commission of the European Communities v Kingdom of Spain. ,0,62001CJ0446,Environment
8273,62000CJ0378,5.0,2003,8,2,2006,2004,1,2,0.25,2.0,  Case C-378/00,EU:C:2003:42,Judgement,La Pergola,Geelhoed,not_specified,not_specified-not_specified,not_specified,2,2000-10-13,2003-01-21,2003,1,2000.0,10.0,2.2739726027397262,1,0,Judgment of the Court of 21 January 2003. , Commission of the European Communities v European Parliament and Council of the European Union. ,0.001900796524257784,0.046124856721643716,0.0007418927432654052,0.00014431525984262488,2.3818335259713503e-05,4.650655738170902e-05,62000CJ0378:  Commission of the European Communities v European Parliament and Council of the European Union. ,0,62000CJ0378,Environment
8276,62000CJ0378,5.0,2003,8,2,2006,2004,1,2,0.25,2.0,  Case C-378/00,EU:C:2003:42,Judgement,La Pergola,Geelhoed,not_specified,not_specified-not_specified,not_specified,2,2000-10-13,2003-01-21,2003,1,2000.0,10.0,2.2739726027397262,1,0,Judgment of the Court of 21 January 2003. , Commission of the European Communities v European Parliament and Council of the European Union. ,0.001900796524257784,0.046124856721643716,0.0007418927432654052,0.00014431525984262488,2.3818335259713503e-05,4.650655738170902e-05,62000CJ0378:  Commission of the European Communities v European Parliament and Council of the European Union. ,0,62000CJ0378,Environment
8278,62002CJ0122,6.0,2003,1,1,2007,2006,3,1,1.0,0.3333333333333333,  Case C-122/02,EU:C:2003:39,Judgement,Rosas,Geelhoed,Belgium,Belgium-First Chamber,First Chamber,1,2002-04-05,2003-01-16,2003,1,2002.0,4.0,0.7835616438356164,1,0,Judgment of the Court (First Chamber) of 16 January 2003. , Commission of the European Communities v Kingdom of Belgium. ,0.00018102824040550325,9.051412020275162e-05,2.8677416557402974e-08,3.356793917386095e-05,1.7199791551554192e-06,5.053234025454346e-07,62002CJ0122:  Commission of the European Communities v Kingdom of Belgium. ,0,62002CJ0122,Environment
8279,62000CJ0258,1.0,2002,2,1,2004,2003,1,1,0.5,1.0,  Case C-258/00,EU:C:2002:400,Judgement,Macken,Geelhoed,France,France-Sixth Chamber,Sixth Chamber,1,2000-06-28,2002-06-27,2002,6,2000.0,6.0,1.9972602739726026,1,0,Judgment of the Court (Sixth Chamber) of 27 June 2002. , Commission of the European Communities v French Republic. ,0.0002715423606082549,0.03333409225188895,6.167467849277392e-07,5.532850639871368e-05,4.350937660214313e-06,2.740655338283165e-06,62000CJ0258:  Commission of the European Communities v French Republic. ,0,62000CJ0258,Environment
8281,61999CJ0474,9.0,2002,7,3,2005,2004,2,1,0.42857142857142855,0.5,  Case C-474/99,EU:C:2002:365,Judgement,Puissochet,Geelhoed,Spain,Spain-Sixth Chamber,Sixth Chamber,2,1999-12-14,2002-06-13,2002,6,1999.0,12.0,2.4986301369863013,1,0,Judgment of the Court (Sixth Chamber) of 13 June 2002. , Commission of the European Communities v Kingdom of Spain. ,0.0013577118030412745,0.049161739684052415,0.0002202478371568708,0.00013505719230927894,2.095832349245664e-05,4.349671693978393e-05,61999CJ0474:  Commission of the European Communities v Kingdom of Spain. ,0,61999CJ0474,Environment
8283,61999CJ0474,9.0,2002,7,3,2005,2004,2,1,0.42857142857142855,0.5,  Case C-474/99,EU:C:2002:365,Judgement,Puissochet,Geelhoed,Spain,Spain-Sixth Chamber,Sixth Chamber,2,1999-12-14,2002-06-13,2002,6,1999.0,12.0,2.4986301369863013,1,0,Judgment of the Court (Sixth Chamber) of 13 June 2002. , Commission of the European Communities v Kingdom of Spain. ,0.0013577118030412745,0.049161739684052415,0.0002202478371568708,0.00013505719230927894,2.095832349245664e-05,4.349671693978393e-05,61999CJ0474:  Commission of the European Communities v Kingdom of Spain. ,0,61999CJ0474,Environment
8285,62001CJ0177,0.0,2002,3,1,2002,2002,0,0,0.3333333333333333,0.0,  Case C-177/01,EU:C:2002:352,Judgement,La Pergola,Geelhoed,France,France-Fourth Chamber,Fourth Chamber,1,2001-04-24,2002-06-06,2002,6,2001.0,4.0,1.1178082191780823,1,0,Judgment of the Court (Fourth Chamber) of 6 June 2002. , Commission of the European Communities v French Republic. ,0.0003620564808110065,0.046061368707194635,1.3143437898545947e-05,5.9666977574398825e-05,3.461807184738694e-08,1.6738369746606384e-05,62001CJ0177:  Commission of the European Communities v French Republic. ,0,62001CJ0177,Environment
8287,61999CJ0127,42.0,2001,2,2,2008,2007,6,1,1.0,0.16666666666666666,  Case C-127/99,EU:C:2001:597,Judgement,Cunha Rodrigues,Geelhoed,Italy,Italy-Sixth Chamber,Sixth Chamber,1,1999-04-14,2001-11-08,2001,11,1999.0,4.0,2.5726027397260274,1,0,Judgment of the Court (Sixth Chamber) of 8 November 2001. , Commission of the European Communities v Italian Republic. ,0.0002715423606082549,0.03156957841750874,5.223386587241257e-05,3.5474405256060636e-05,2.8632364794471885e-191,4.479509173061824e-06,61999CJ0127:  Commission of the European Communities v Italian Republic. ,0,61999CJ0127,Environment
9047,61992CJ0396,12.0,1994,4,2,1998,1997,3,1,0.5,0.3333333333333333,  Case C-396/92,EU:C:1994:307,Judgement,Kakouris,Gulmann,Germany,Germany-not_specified,not_specified,2,1992-11-18,1994-08-09,1994,8,1992.0,11.0,1.7232876712328766,1,0,Judgment of the Court of 9 August 1994. , Bund Naturschutz in Bayern e.V. and Richard Stahnsdorf and others v Freistaat Bayern; Stadt Vilsbiburg and Landkreis Landshut. ,0.0003620564808110065,0.06429420390584835,0.0,9.568534998741248e-05,0.0,1.603119809900475e-05,61992CJ0396:  Bund Naturschutz in Bayern e.V. and Richard Stahnsdorf and others v Freistaat Bayern; Stadt Vilsbiburg and Landkreis Landshut. ,0,61992CJ0396,Environment
9049,61992CJ0396,12.0,1994,4,2,1998,1997,3,1,0.5,0.3333333333333333,  Case C-396/92,EU:C:1994:307,Judgement,Kakouris,Gulmann,Germany,Germany-not_specified,not_specified,2,1992-11-18,1994-08-09,1994,8,1992.0,11.0,1.7232876712328766,1,0,Judgment of the Court of 9 August 1994. , Bund Naturschutz in Bayern e.V. and Richard Stahnsdorf and others v Freistaat Bayern; Stadt Vilsbiburg and Landkreis Landshut. ,0.0003620564808110065,0.06429420390584835,0.0,9.568534998741248e-05,0.0,1.603119809900475e-05,61992CJ0396:  Bund Naturschutz in Bayern e.V. and Richard Stahnsdorf and others v Freistaat Bayern; Stadt Vilsbiburg and Landkreis Landshut. ,0,61992CJ0396,Environment
9053,61991CJ0174,78.0,1993,2,1,2006,2005,12,1,0.5,0.08333333333333333,  Case C-174/91,EU:C:1993:173,Judgement,Kakouris,Gulmann,Belgium,Belgium-not_specified,not_specified,2,1991-07-03,1993-05-05,1993,5,1991.0,7.0,1.841095890410959,1,0,Judgment of the Court of 5 May 1993. , Commission of the European Communities v Kingdom of Belgium. ,0.00018102824040550325,0.04527028483091985,0.0,6.75196625880987e-05,0.0,3.706683060578524e-06,61991CJ0174:  Commission of the European Communities v Kingdom of Belgium. ,0,61991CJ0174,Environment
9056,61991CJ0174,78.0,1993,2,1,2006,2005,12,1,0.5,0.08333333333333333,  Case C-174/91,EU:C:1993:173,Judgement,Kakouris,Gulmann,Belgium,Belgium-not_specified,not_specified,2,1991-07-03,1993-05-05,1993,5,1991.0,7.0,1.841095890410959,1,0,Judgment of the Court of 5 May 1993. , Commission of the European Communities v Kingdom of Belgium. ,0.00018102824040550325,0.04527028483091985,0.0,6.75196625880987e-05,0.0,3.706683060578524e-06,61991CJ0174:  Commission of the European Communities v Kingdom of Belgium. ,0,61991CJ0174,Environment
9057,61990CJ0190,21.0,1992,1,1,1999,1998,6,1,1.0,0.16666666666666666,  Case C-190/90,EU:C:1992:225,Judgement,Mancini,Gulmann,Netherlands,Netherlands-not_specified,not_specified,2,1990-06-14,1992-05-20,1992,5,1990.0,6.0,1.9342465753424658,1,0,Judgment of the Court of 20 May 1992. , Commission of the European Communities v Kingdom of the Netherlands. ,0.00018102824040550325,0.05036874997444712,1.940638615276348e-06,7.003464156056817e-05,2.3489503873499834e-06,1.32464079514164e-06,61990CJ0190:  Commission of the European Communities v Kingdom of the Netherlands. ,0,61990CJ0190,Environment
9059,61990CJ0190,21.0,1992,1,1,1999,1998,6,1,1.0,0.16666666666666666,  Case C-190/90,EU:C:1992:225,Judgement,Mancini,Gulmann,Netherlands,Netherlands-not_specified,not_specified,2,1990-06-14,1992-05-20,1992,5,1990.0,6.0,1.9342465753424658,1,0,Judgment of the Court of 20 May 1992. , Commission of the European Communities v Kingdom of the Netherlands. ,0.00018102824040550325,0.05036874997444712,1.940638615276348e-06,7.003464156056817e-05,2.3489503873499834e-06,1.32464079514164e-06,61990CJ0190:  Commission of the European Communities v Kingdom of the Netherlands. ,0,61990CJ0190,Environment
9718,62013CJ0461,3.0,2015,5,3,2017,2016,1,1,0.6,1.0,Case C-461/13,EU:C:2015:433,Judgement,Berger,JÃ¤Ã¤skinen,Germany,Germany-Grand Chamber,Grand Chamber,1,2013-08-22,2015-07-01,2015,7,2013.0,8.0,1.8575342465753424,1,0,Judgment of the Court (Grand Chamber) of 1 July 2015.,Bund für Umwelt und Naturschutz Deutschland e.V. v Bundesrepublik Deutschland.,0.0009051412020275162,0.00046550118961415115,5.8016818010347726e-05,6.038029352398656e-05,7.83064918737605e-06,1.0335747246282016e-05,62013CJ0461: Bund für Umwelt und Naturschutz Deutschland e.V. v Bundesrepublik Deutschland.,0,62013CJ0461,Environment
